year,geo_name,geo,income_below_poverty,pop_poverty_status,income_below_poverty,income_below_poverty_moe,pop_poverty_status,pop_poverty_status_moe
2014,"Ridgecrest, Arvin, Tehachapi & California City Cities PUMA, CA","79500US0602905",39272.0,179087.0,39272.0,3035.0,179087.0,2485.0
2015,"Big Sandy Area Development District PUMA, KY","79500US2101100",39242.0,146975.0,39242.0,1917.0,146975.0,722.0
2013,"Socorro & Horizon Cities PUMA, TX","79500US4803301",39239.0,136078.0,39239.0,2954.0,136078.0,2087.0
2013,"Big Sandy Area Development District PUMA, KY","79500US2101100",39227.0,149029.0,39227.0,1931.0,149029.0,652.0
2013,"Compton City & West Rancho Dominguez PUMA, CA","79500US0603757",39194.0,154847.0,39194.0,2796.0,154847.0,2113.0
2015,"Fresno County (Central)--Fresno City (Southeast) PUMA","79500US0601905",39187.0,108085.0,39187.0,2478.0,108085.0,2163.0
2013,"Ridgecrest, Arvin, Tehachapi & California City Cities PUMA, CA","79500US0602905",39177.0,178242.0,39177.0,2774.0,178242.0,2613.0
2013,"Houston City (North)--South of Aldine & Inside Beltway TX-8 PUMA","79500US4804609",39149.0,127832.0,39149.0,2901.0,127832.0,2926.0
2013,"South Gate & Lynwood Cities PUMA, CA","79500US0603752",39085.0,168724.0,39085.0,2524.0,168724.0,596.0
2014,"South Chicago, Pullman, West Pullman, East Side & South Deering PUMA, IL","79500US1703532",39082.0,132411.0,39082.0,2894.0,132411.0,2960.0
2014,"Northeast Georgia Regional Commission (Central)--Clarke County--Athens City PUMA","79500US1303600",38997.0,109100.0,38997.0,2051.0,109100.0,1578.0
2013,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA","79500US3603706",38991.0,122738.0,38991.0,2247.0,122738.0,2990.0
2013,"Boston City--Mattapan & Roxbury PUMA","79500US2503304",38987.0,124225.0,38987.0,2023.0,124225.0,2053.0
2013,"Linn & Benton Counties PUMA, OR","79500US4100600",38959.0,197110.0,38959.0,1873.0,197110.0,559.0
2015,"Dearborn & Dearborn Heights Cities PUMA, MI","79500US2603203",38955.0,151744.0,38955.0,1867.0,151744.0,252.0
2014,"Fort Worth City (East Central)--South of I-30, East of I-35W & Inside Loop I-820 PUMA","79500US4802508",38944.0,104218.0,38944.0,2502.0,104218.0,2375.0
2014,"El Centro City PUMA, CA","79500US0602500",38935.0,166407.0,38935.0,2457.0,166407.0,631.0
2015,"Flushing, Murray Hill & Whitestone PUMA, NY","79500US3604103",38928.0,247233.0,38928.0,2198.0,247233.0,3684.0
2014,"Central Region--Jackson City (East & Central) PUMA","79500US2801100",38907.0,122800.0,38907.0,2112.0,122800.0,1749.0
2015,"Santa Ana City (East) PUMA, CA","79500US0605917",38890.0,162220.0,38890.0,2765.0,162220.0,2017.0
2013,"Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park) PUMA","79500US0603746",38871.0,103472.0,38871.0,2470.0,103472.0,2227.0
2014,"Southeast Oklahoma PUMA, OK","79500US4000300",38841.0,173309.0,38841.0,1368.0,173309.0,646.0
2014,"Jackson, Williamson, Franklin & Perry Counties PUMA, IL","79500US1700900",38806.0,179191.0,38806.0,1898.0,179191.0,748.0
2013,"Sebastian & Crawford Counties PUMA, AR","79500US0501400",38804.0,185838.0,38804.0,1986.0,185838.0,516.0
2015,"Tangipahoa & Washington Parishes PUMA, LA","79500US2201800",38773.0,166303.0,38773.0,2236.0,166303.0,414.0
2014,"Columbia City PUMA, SC","79500US4500604",38744.0,179273.0,38744.0,1523.0,179273.0,2210.0
2014,"Lake County (Northeast)--Gary City & Griffith Town PUMA","79500US1800102",38741.0,128028.0,38741.0,1795.0,128028.0,430.0
2015,"Southeast Oklahoma PUMA, OK","79500US4000300",38655.0,172901.0,38655.0,1519.0,172901.0,493.0
2013,"North Central Region PUMA","79500US2800700",38654.0,122150.0,38654.0,1702.0,122150.0,438.0
2015,"Worcester City PUMA, MA","79500US2500300",38653.0,172365.0,38653.0,1927.0,172365.0,772.0
2013,"Tulare & Porterville Cities PUMA, CA","79500US0610702",38619.0,149774.0,38619.0,2281.0,149774.0,1478.0
2013,"Yuma City PUMA, AZ","79500US0400700",38603.0,190956.0,38603.0,2279.0,190956.0,1330.0
2014,"LA City (Central/West Adams & Baldwin Hills) PUMA, CA","79500US0603747",38590.0,156301.0,38590.0,2060.0,156301.0,2518.0
2013,"LA City (South/San Pedro) PUMA, CA","79500US0603767",38573.0,179580.0,38573.0,2445.0,179580.0,2900.0
2013,"Delano, Wasco & Shafter Cities PUMA, CA","79500US0602901",38563.0,168559.0,38563.0,2398.0,168559.0,2654.0
2014,"Essex County (Southeast)--Newark City (Southwest) PUMA","79500US3401302",38511.0,117625.0,38511.0,2123.0,117625.0,2155.0
2014,"Dearborn & Dearborn Heights Cities PUMA, MI","79500US2603203",38504.0,152845.0,38504.0,2161.0,152845.0,266.0
2014,"NYC-Manhattan Community District 11--East Harlem PUMA","79500US3603804",38489.0,117406.0,38489.0,2819.0,117406.0,3102.0
2015,"Fort Worth City (East Central)--South of I-30, East of I-35W & Inside Loop I-820 PUMA","79500US4802508",38489.0,106472.0,38489.0,2398.0,106472.0,2060.0
2013,"Fort Worth City (East Central)--South of I-30, East of I-35W & Inside Loop I-820 PUMA","79500US4802508",38478.0,101111.0,38478.0,2762.0,101111.0,2528.0
2014,"Muscogee & Chattahoochee Counties PUMA, GA","79500US1301700",38456.0,195589.0,38456.0,2035.0,195589.0,1271.0
2013,"LA City (Mount Washington, Highland Park & Glassell Park) PUMA, CA","79500US0603735",38440.0,191158.0,38440.0,2423.0,191158.0,2676.0
2015,"Miami-Dade County (Northeast Central)--Miami City (North) PUMA","79500US1208611",38396.0,106197.0,38396.0,2358.0,106197.0,2548.0
2015,"Fresno County (Central)--Fresno City (East Central) PUMA","79500US0601903",38388.0,106206.0,38388.0,2218.0,106206.0,1966.0
2014,"Flushing, Murray Hill & Whitestone PUMA, NY","79500US3604103",38385.0,247105.0,38385.0,2440.0,247105.0,3140.0
2013,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA, AL","79500US0101700",38369.0,131453.0,38369.0,1893.0,131453.0,305.0
2014,"Reading City PUMA, PA","79500US4202702",38365.0,138832.0,38365.0,1535.0,138832.0,441.0
2013,"Southern Georgia Regional Commission (East & Central) PUMA, GA","79500US1300500",38330.0,160804.0,38330.0,2004.0,160804.0,917.0
2014,"Kansas City PUMA, KS","79500US2000500",38326.0,157776.0,38326.0,1972.0,157776.0,314.0
2014,"Fresno County (Central)--Fresno City (East Central) PUMA","79500US0601903",38305.0,105402.0,38305.0,2318.0,105402.0,2215.0
2013,"El Centro City PUMA, CA","79500US0602500",38286.0,164573.0,38286.0,2187.0,164573.0,490.0
2015,"Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8 PUMA","79500US4804608",38277.0,102136.0,38277.0,2489.0,102136.0,2419.0
2014,"Robeson County (West)--Lumberton City PUMA","79500US3705100",38240.0,117895.0,38240.0,1623.0,117895.0,875.0
2014,"North Central Region PUMA","79500US2800700",38238.0,121644.0,38238.0,2405.0,121644.0,499.0
2015,"Minneapolis (North) & St. Anthony Cities PUMA, MN","79500US2701405",38235.0,133887.0,38235.0,1840.0,133887.0,2089.0
2013,"Southeast Oklahoma PUMA, OK","79500US4000300",38213.0,173335.0,38213.0,1289.0,173335.0,490.0
2015,"Guaynabo & Cataño Municipios PUMA","79500US7200803",38212.0,120223.0,38212.0,1757.0,120223.0,132.0
2013,"Edgewater, Uptown & Rogers Park PUMA, IL","79500US1703501",38200.0,160417.0,38200.0,2289.0,160417.0,2464.0
2015,"Robeson County (West)--Lumberton City PUMA","79500US3705100",38196.0,118438.0,38196.0,1416.0,118438.0,894.0
2015,"Essex County (Southeast)--Newark City (Southwest) PUMA","79500US3401302",38169.0,116266.0,38169.0,1939.0,116266.0,2169.0
2013,"Lake County (Northeast)--Gary City & Griffith Town PUMA","79500US1800102",38137.0,128687.0,38137.0,1685.0,128687.0,504.0
2014,"Duval County (Northwest Central)--Jacksonville City (Northwest) PUMA","79500US1203102",38120.0,110848.0,38120.0,1926.0,110848.0,2476.0
2015,"Middle Rio Grande Development Council PUMA, TX","79500US4806200",38094.0,166328.0,38094.0,2422.0,166328.0,665.0
2015,"Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8 PUMA","79500US4804614",38089.0,106108.0,38089.0,2634.0,106108.0,2439.0
2014,"Jamaica, Hollis & St. Albans PUMA, NY","79500US3604112",38063.0,234912.0,38063.0,2666.0,234912.0,3503.0
2014,"Minneapolis (North) & St. Anthony Cities PUMA, MN","79500US2701405",38054.0,131159.0,38054.0,1787.0,131159.0,1838.0
2013,"Santa Ana City (East) PUMA, CA","79500US0605917",38036.0,161930.0,38036.0,2673.0,161930.0,2231.0
2015,"South Gate & Lynwood Cities PUMA, CA","79500US0603752",38029.0,171046.0,38029.0,1947.0,171046.0,671.0
2014,"Hidalgo County (Southeast)--Weslaco & Mercedes Cities PUMA","79500US4806801",38007.0,104885.0,38007.0,2724.0,104885.0,2427.0
2013,"Robeson County (West)--Lumberton City PUMA","79500US3705100",37969.0,117484.0,37969.0,1803.0,117484.0,960.0
2015,"Kansas City PUMA, KS","79500US2000500",37963.0,159088.0,37963.0,1838.0,159088.0,317.0
2013,"Duval County (Northwest Central)--Jacksonville City (Northwest) PUMA","79500US1203102",37954.0,112611.0,37954.0,2471.0,112611.0,2533.0
2015,"Des Moines City PUMA, IA","79500US1901700",37948.0,190351.0,37948.0,1855.0,190351.0,965.0
2015,"Duval County (Northwest Central)--Jacksonville City (Northwest) PUMA","79500US1203102",37921.0,109978.0,37921.0,1917.0,109978.0,2224.0
2015,"Reading City PUMA, PA","79500US4202702",37894.0,138873.0,37894.0,1738.0,138873.0,434.0
2014,"West Town, Near West Side & Lower West Side PUMA, IL","79500US1703524",37893.0,174054.0,37893.0,2300.0,174054.0,3519.0
2015,"Osceola County (West) PUMA, FL","79500US1209701",37870.0,170648.0,37870.0,3135.0,170648.0,2795.0
2015,"Cumberland Valley Area Development District (South) PUMA","79500US2100900",37858.0,119775.0,37858.0,1815.0,119775.0,405.0
2014,"Worcester City PUMA, MA","79500US2500300",37852.0,171864.0,37852.0,2292.0,171864.0,946.0
2013,"Jackson, Williamson, Franklin & Perry Counties PUMA, IL","79500US1700900",37832.0,178201.0,37832.0,1536.0,178201.0,677.0
2014,"Stockton City (North) PUMA, CA","79500US0607701",37816.0,176624.0,37816.0,2164.0,176624.0,2259.0
2013,"Cumberland Valley Area Development District (South) PUMA","79500US2100900",37814.0,121275.0,37814.0,1804.0,121275.0,384.0
2013,"Auburn Gresham, Roseland, Chatham, Avalon Park & Burnside PUMA, IL","79500US1703531",37812.0,136907.0,37812.0,2371.0,136907.0,3283.0
2015,"Chatham County (West Central)--Savannah City PUMA, GA","79500US1300401",37811.0,160264.0,37811.0,1914.0,160264.0,2260.0
2014,"Tangipahoa & Washington Parishes PUMA, LA","79500US2201800",37752.0,165217.0,37752.0,2360.0,165217.0,709.0
2015,"Oakland (Northwest) & Emeryville Cities PUMA, CA","79500US0600102",37717.0,162038.0,37717.0,1508.0,162038.0,2062.0
2013,"LA City (Central/West Adams & Baldwin Hills) PUMA, CA","79500US0603747",37688.0,155421.0,37688.0,1929.0,155421.0,3034.0
2014,"Milwaukee City (South Central) PUMA","79500US5541004",37686.0,101847.0,37686.0,2078.0,101847.0,1733.0
2015,"North Central Region PUMA","79500US2800700",37675.0,120842.0,37675.0,1760.0,120842.0,508.0
2014,"Oakland (Northwest) & Emeryville Cities PUMA, CA","79500US0600102",37667.0,157284.0,37667.0,1791.0,157284.0,1824.0
2015,"LA City (North Central/Mission Hills & Panorama City) PUMA, CA","79500US0603723",37666.0,144820.0,37666.0,1952.0,144820.0,2286.0
2013,"Southwest Alabama PUMA, AL","79500US0102200",37655.0,138346.0,37655.0,1771.0,138346.0,449.0
2014,"Craighead (West), Greene, Randolph, Lawrence & Clay Counties PUMA, AR","79500US0500500",37640.0,178387.0,37640.0,2211.0,178387.0,1088.0
2013,"Clayton County (North)--Forest Park City PUMA, GA","79500US1305002",37615.0,150863.0,37615.0,2419.0,150863.0,2158.0
2014,"NYC-Manhattan Community District 10--Central Harlem PUMA","79500US3603803",37600.0,129110.0,37600.0,2454.0,129110.0,2537.0
2014,"Harrison County--Gulfport & Biloxi Cities PUMA, MS","79500US2802000",37570.0,187875.0,37570.0,2234.0,187875.0,412.0
2015,"West Town, Near West Side & Lower West Side PUMA, IL","79500US1703524",37557.0,176979.0,37557.0,1905.0,176979.0,2946.0
2015,"Thornton Township PUMA, IL","79500US1703413",37523.0,168113.0,37523.0,2511.0,168113.0,401.0
2014,"Houston City (North)--South of Aldine & Inside Beltway TX-8 PUMA","79500US4804609",37506.0,127011.0,37506.0,2659.0,127011.0,2778.0
2015,"South Chicago, Pullman, West Pullman, East Side & South Deering PUMA, IL","79500US1703532",37499.0,130907.0,37499.0,2344.0,130907.0,2795.0
2015,"Hesperia City & Apple Valley Town PUMA, CA","79500US0607103",37496.0,169573.0,37496.0,2256.0,169573.0,1460.0
2013,"Chatham County (West Central)--Savannah City PUMA, GA","79500US1300401",37495.0,159641.0,37495.0,2108.0,159641.0,2243.0
2014,"Des Moines City PUMA, IA","79500US1901700",37484.0,189110.0,37484.0,1920.0,189110.0,1221.0
2015,"Easley & Clemson Cities PUMA, SC","79500US4500101",37442.0,186908.0,37442.0,2193.0,186908.0,718.0
2015,"Lancaster City PUMA, CA","79500US0603703",37441.0,158669.0,37441.0,2154.0,158669.0,1238.0
2013,"Kansas City PUMA, KS","79500US2000500",37432.0,156438.0,37432.0,1868.0,156438.0,322.0
2015,"NYC-Manhattan Community District 10--Central Harlem PUMA","79500US3603803",37385.0,131107.0,37385.0,2062.0,131107.0,2558.0
2013,"Milwaukee City (South Central) PUMA","79500US5541004",37375.0,101437.0,37375.0,1988.0,101437.0,1867.0
2013,"Dearborn & Dearborn Heights Cities PUMA, MI","79500US2603203",37355.0,153376.0,37355.0,2068.0,153376.0,278.0
2013,"Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park PUMA","79500US0603742",37353.0,129983.0,37353.0,2291.0,129983.0,1868.0
2013,"Minneapolis (North) & St. Anthony Cities PUMA, MN","79500US2701405",37323.0,128370.0,37323.0,2271.0,128370.0,1708.0
2014,"Reno City PUMA, NV","79500US3200101",37313.0,174375.0,37313.0,2184.0,174375.0,1872.0
2014,"Austin City (Northeast) PUMA","79500US4805303",37312.0,132965.0,37312.0,2368.0,132965.0,2896.0
2014,"Tucson City (South) PUMA","79500US0400208",37308.0,103933.0,37308.0,1918.0,103933.0,2123.0
2014,"San Antonio City (Central) PUMA","79500US4805901",37286.0,101328.0,37286.0,2144.0,101328.0,2218.0
2015,"Lake County (Northeast)--Gary City & Griffith Town PUMA","79500US1800102",37268.0,127072.0,37268.0,1842.0,127072.0,447.0
2013,"Essex County (Southeast)--Newark City (Southwest) PUMA","79500US3401302",37264.0,118313.0,37264.0,1878.0,118313.0,1802.0
2013,"Saginaw County PUMA, MI","79500US2601500",37246.0,193631.0,37246.0,1565.0,193631.0,532.0
2013,"Tucson City (South) PUMA","79500US0400208",37225.0,104031.0,37225.0,2054.0,104031.0,2366.0
2013,"Hesperia City & Apple Valley Town PUMA, CA","79500US0607103",37220.0,167386.0,37220.0,2604.0,167386.0,1440.0
2014,"Chatham County (West Central)--Savannah City PUMA, GA","79500US1300401",37217.0,159933.0,37217.0,2302.0,159933.0,2155.0
2015,"Jackson, Williamson, Franklin & Perry Counties PUMA, IL","79500US1700900",37207.0,179127.0,37207.0,1731.0,179127.0,618.0
2013,"Davis, Woodland & West Sacramento Cities PUMA, CA","79500US0611300",37188.0,194302.0,37188.0,2094.0,194302.0,717.0
2015,"Cincinnati City (West) PUMA","79500US3905503",37138.0,107707.0,37138.0,2095.0,107707.0,1955.0
2014,"Auburn Gresham, Roseland, Chatham, Avalon Park & Burnside PUMA, IL","79500US1703531",37115.0,134863.0,37115.0,2424.0,134863.0,2575.0
2013,"Reading City PUMA, PA","79500US4202702",37105.0,138478.0,37105.0,1938.0,138478.0,443.0
2015,"Wayne & Decatur (Northwest) Townships--Indianapolis City (West) PUMA, IN","79500US1802304",37088.0,141752.0,37088.0,2200.0,141752.0,614.0
2014,"Jackson Heights & North Corona PUMA, NY","79500US3604102",37067.0,179402.0,37067.0,2193.0,179402.0,4074.0
2014,"Miami-Dade County (Northeast Central)--Miami City (Downtown) PUMA","79500US1208613",37064.0,100727.0,37064.0,2261.0,100727.0,2399.0
2013,"Bibb County--Macon City PUMA, GA","79500US1301400",37039.0,148727.0,37039.0,2125.0,148727.0,800.0
2014,"Columbus City (Northeast) PUMA","79500US3904106",36987.0,128319.0,36987.0,2277.0,128319.0,2462.0
2014,"San Diego City (Southeast/Encanto & Skyline) PUMA, CA","79500US0607318",36984.0,164051.0,36984.0,2359.0,164051.0,2638.0
2013,"Columbus City (Northeast) PUMA","79500US3904106",36982.0,123882.0,36982.0,2276.0,123882.0,2303.0
2013,"Miami-Dade County (Northeast Central)--Miami City (Downtown) PUMA","79500US1208613",36973.0,99650.0,36973.0,2018.0,99650.0,2243.0
2015,"Stockton City (North) PUMA, CA","79500US0607701",36963.0,177619.0,36963.0,2374.0,177619.0,2375.0
2013,"Heart of Georgia Altamaha Regional Commission (Southeast) PUMA, GA","79500US1301200",36958.0,143368.0,36958.0,1960.0,143368.0,1388.0
2013,"Muscogee & Chattahoochee Counties PUMA, GA","79500US1301700",36920.0,191862.0,36920.0,1894.0,191862.0,936.0
2015,"Lafayette & West Lafayette Cities PUMA, IN","79500US1801200",36902.0,166546.0,36902.0,1986.0,166546.0,893.0
2013,"Jamaica, Hollis & St. Albans PUMA, NY","79500US3604112",36901.0,225737.0,36901.0,2506.0,225737.0,4097.0
2013,"Oakland (Northwest) & Emeryville Cities PUMA, CA","79500US0600102",36879.0,154268.0,36879.0,2145.0,154268.0,2329.0
2014,"Southwest Alabama PUMA, AL","79500US0102200",36877.0,137308.0,36877.0,1738.0,137308.0,522.0
2015,"Dothan City PUMA, AL","79500US0102500",36858.0,194604.0,36858.0,1307.0,194604.0,353.0
2013,"Harrison County--Gulfport & Biloxi Cities PUMA, MS","79500US2802000",36844.0,185132.0,36844.0,2528.0,185132.0,556.0
2014,"Alameda County (North Central)--Oakland City (South Central) PUMA","79500US0600104",36824.0,129470.0,36824.0,2146.0,129470.0,2035.0
2013,"Jackson Heights & North Corona PUMA, NY","79500US3604102",36765.0,179483.0,36765.0,2485.0,179483.0,3077.0
2013,"Tangipahoa & Washington Parishes PUMA, LA","79500US2201800",36761.0,163996.0,36761.0,2169.0,163996.0,439.0
2015,"Hawaii County PUMA, HI","79500US1500200",36756.0,188613.0,36756.0,2188.0,188613.0,484.0
2015,"Craighead (West), Greene, Randolph, Lawrence & Clay Counties PUMA, AR","79500US0500500",36739.0,179657.0,36739.0,2318.0,179657.0,645.0
2015,"Hidalgo County (Southeast)--Weslaco & Mercedes Cities PUMA","79500US4806801",36695.0,106427.0,36695.0,2619.0,106427.0,2508.0
2013,"Phoenix City--Maryvale (West) PUMA","79500US0400123",36692.0,112957.0,36692.0,2912.0,112957.0,3424.0
2014,"Thornton Township PUMA, IL","79500US1703413",36678.0,168116.0,36678.0,2049.0,168116.0,297.0
2014,"Lancaster, Chesterfield & Marlboro Counties PUMA, SC","79500US4500700",36672.0,148485.0,36672.0,2059.0,148485.0,570.0
2014,"North Charleston City PUMA, SC","79500US4501204",36653.0,197822.0,36653.0,2225.0,197822.0,2028.0
2014,"Moreno Valley City PUMA, CA","79500US0606508",36645.0,187023.0,36645.0,2616.0,187023.0,855.0
2014,"LA City (North Central/Mission Hills & Panorama City) PUMA, CA","79500US0603723",36638.0,142459.0,36638.0,2119.0,142459.0,2376.0
2013,"Worcester City PUMA, MA","79500US2500300",36635.0,170988.0,36635.0,2021.0,170988.0,880.0
2015,"Paradise (Northwest) & Winchester PUMA, NV","79500US3200409",36625.0,147663.0,36625.0,2242.0,147663.0,2695.0
2015,"Reno City PUMA, NV","79500US3200101",36622.0,175792.0,36622.0,2041.0,175792.0,1620.0
2013,"Middle Georgia Regional Commission (North & Outside Bibb County) PUMA, GA","79500US1301600",36615.0,171745.0,36615.0,1891.0,171745.0,1824.0
2014,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA, AL","79500US0100100",36604.0,183384.0,36604.0,1788.0,183384.0,676.0
2014,"Cumberland Valley Area Development District (South) PUMA","79500US2100900",36604.0,120320.0,36604.0,2031.0,120320.0,516.0
2014,"Middle Georgia Regional Commission (North & Outside Bibb County) PUMA, GA","79500US1301600",36583.0,172549.0,36583.0,1988.0,172549.0,698.0
2015,"East Orange City PUMA, NJ","79500US3401402",36577.0,186186.0,36577.0,2073.0,186186.0,383.0
2013,"NYC-Manhattan Community District 11--East Harlem PUMA","79500US3603804",36569.0,116238.0,36569.0,2602.0,116238.0,2970.0
2015,"Miami-Dade County (Northeast Central)--Miami City (Downtown) PUMA","79500US1208613",36566.0,102933.0,36566.0,1852.0,102933.0,2104.0
2015,"Columbus City (Northeast) PUMA","79500US3904106",36552.0,128495.0,36552.0,2013.0,128495.0,2122.0
2014,"Edgewater, Uptown & Rogers Park PUMA, IL","79500US1703501",36516.0,157344.0,36516.0,1901.0,157344.0,3070.0
2014,"Cincinnati City (West) PUMA","79500US3905503",36513.0,107784.0,36513.0,1957.0,107784.0,1740.0
2015,"Youngstown City, Boardman & Austintown PUMA, OH","79500US3901500",36511.0,187239.0,36511.0,1451.0,187239.0,639.0
2013,"Craighead (West), Greene, Randolph, Lawrence & Clay Counties PUMA, AR","79500US0500500",36481.0,177218.0,36481.0,1789.0,177218.0,804.0
2015,"Middle Georgia Regional Commission (North & Outside Bibb County) PUMA, GA","79500US1301600",36466.0,171939.0,36466.0,2135.0,171939.0,851.0
2014,"Lafayette & West Lafayette Cities PUMA, IN","79500US1801200",36458.0,164040.0,36458.0,1774.0,164040.0,954.0
2014,"Youngstown City, Boardman & Austintown PUMA, OH","79500US3901500",36451.0,188056.0,36451.0,1474.0,188056.0,623.0
2013,"San Antonio City (Central) PUMA","79500US4805901",36417.0,99568.0,36417.0,2185.0,99568.0,2690.0
2013,"Fresno County (Central)--Fresno City (East Central) PUMA","79500US0601903",36408.0,104065.0,36408.0,2492.0,104065.0,2236.0
2014,"Barren River Area Development District (Outer) PUMA, KY","79500US2100400",36397.0,168504.0,36397.0,2030.0,168504.0,387.0
2015,"Auburn Gresham, Roseland, Chatham, Avalon Park & Burnside PUMA, IL","79500US1703531",36383.0,131132.0,36383.0,2038.0,131132.0,2407.0
2015,"Houston City (North)--South of Aldine & Inside Beltway TX-8 PUMA","79500US4804609",36369.0,128195.0,36369.0,3241.0,128195.0,3120.0
2015,"Southwest Alabama PUMA, AL","79500US0102200",36356.0,135838.0,36356.0,1603.0,135838.0,358.0
2014,"Dothan City PUMA, AL","79500US0102500",36353.0,194123.0,36353.0,1204.0,194123.0,397.0
2015,"Dallas (East) & Mesquite (West) Cities--South of I-30 & West of I-635 PUMA","79500US4802305",36348.0,130366.0,36348.0,2393.0,130366.0,2369.0
2015,"Tucson City (South) PUMA","79500US0400208",36317.0,103752.0,36317.0,2217.0,103752.0,1992.0
2015,"Ouachita Parish PUMA, LA","79500US2200400",36312.0,147145.0,36312.0,1857.0,147145.0,838.0
2013,"Youngstown City, Boardman & Austintown PUMA, OH","79500US3901500",36292.0,189199.0,36292.0,1394.0,189199.0,521.0
2015,"Milwaukee City (South Central) PUMA","79500US5541004",36282.0,100703.0,36282.0,1733.0,100703.0,1835.0
2014,"Hesperia City & Apple Valley Town PUMA, CA","79500US0607103",36275.0,169436.0,36275.0,2598.0,169436.0,2151.0
2014,"Iberia, St. Mary & St. Martin Parishes PUMA, LA","79500US2201300",36269.0,177343.0,36269.0,2166.0,177343.0,381.0
2013,"West Town, Near West Side & Lower West Side PUMA, IL","79500US1703524",36247.0,171222.0,36247.0,2043.0,171222.0,3138.0
2014,"Lancaster City PUMA, CA","79500US0603703",36217.0,158233.0,36217.0,2585.0,158233.0,1255.0
2015,"Barren River Area Development District (Outer) PUMA, KY","79500US2100400",36193.0,168992.0,36193.0,2073.0,168992.0,429.0
2015,"Jamaica, Hollis & St. Albans PUMA, NY","79500US3604112",36174.0,233883.0,36174.0,2269.0,233883.0,3780.0
2015,"Austin City (Northeast) PUMA","79500US4805303",36168.0,137110.0,36168.0,2785.0,137110.0,2924.0
2014,"Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8 PUMA","79500US4804614",36158.0,103263.0,36158.0,2556.0,103263.0,3307.0
2014,"Miami-Dade County (South)--Homestead City (North) & Florida City (North) PUMA","79500US1208624",36143.0,106145.0,36143.0,2344.0,106145.0,2664.0
2013,"West Piedmont Planning District Commission PUMA, VA","79500US5151097",36109.0,187803.0,36109.0,1570.0,187803.0,519.0
2014,"LA City (North Central/Van Nuys & North Sherman Oaks) PUMA, CA","79500US0603722",36107.0,161531.0,36107.0,1999.0,161531.0,2386.0
2014,"West Piedmont Planning District Commission PUMA, VA","79500US5151097",36094.0,186662.0,36094.0,1714.0,186662.0,613.0
2015,"North Charleston City PUMA, SC","79500US4501204",36092.0,201113.0,36092.0,2215.0,201113.0,2416.0
2013,"Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8 PUMA","79500US4804608",36081.0,99708.0,36081.0,2575.0,99708.0,3117.0
2015,"San Antonio City (Central) PUMA","79500US4805901",36072.0,102209.0,36072.0,2068.0,102209.0,2523.0
2015,"Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities PUMA","79500US4802503",36042.0,128800.0,36042.0,2526.0,128800.0,2268.0
2013,"Reno City PUMA, NV","79500US3200101",36031.0,173164.0,36031.0,1945.0,173164.0,1906.0
2014,"Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8 PUMA","79500US4804608",36029.0,99388.0,36029.0,2692.0,99388.0,2607.0
2014,"New River Valley Planning District Commission PUMA, VA","79500US5151040",36025.0,166043.0,36025.0,1960.0,166043.0,1742.0
2015,"West Piedmont Planning District Commission PUMA, VA","79500US5151097",36016.0,185685.0,36016.0,1706.0,185685.0,536.0
2013,"Chula Vista (West) & National City Cities PUMA, CA","79500US0607321",36008.0,168785.0,36008.0,2614.0,168785.0,2474.0
2014,"Bayamón Municipio (Este) PUMA","79500US7200801",35997.0,98576.0,35997.0,1525.0,98576.0,1792.0
2013,"Bayamón Municipio (Este) PUMA","79500US7200801",35992.0,99797.0,35992.0,1710.0,99797.0,1986.0
2013,"Lancaster, Chesterfield & Marlboro Counties PUMA, SC","79500US4500700",35985.0,147247.0,35985.0,1884.0,147247.0,477.0
2014,"Mesquite City, Sunrise Manor (North), Moapa Valley & Nellis AFB PUMA, NV","79500US3200404",35983.0,143961.0,35983.0,2375.0,143961.0,2667.0
2015,"Edgewater, Uptown & Rogers Park PUMA, IL","79500US1703501",35947.0,157041.0,35947.0,2096.0,157041.0,2849.0
2013,"Flushing, Murray Hill & Whitestone PUMA, NY","79500US3604103",35947.0,246038.0,35947.0,2302.0,246038.0,3518.0
2013,"Barren River Area Development District (Outer) PUMA, KY","79500US2100400",35908.0,167963.0,35908.0,1705.0,167963.0,443.0
2013,"LA City (North Central/Van Nuys & North Sherman Oaks) PUMA, CA","79500US0603722",35880.0,161795.0,35880.0,2249.0,161795.0,2721.0
2014,"Heart of Georgia Altamaha Regional Commission (Southeast) PUMA, GA","79500US1301200",35872.0,142469.0,35872.0,1875.0,142469.0,1928.0
2015,"Jackson Heights & North Corona PUMA, NY","79500US3604102",35857.0,181668.0,35857.0,1917.0,181668.0,3792.0
