year,geo_name,geo,income_below_poverty,pop_poverty_status,income_below_poverty,income_below_poverty_moe,pop_poverty_status,pop_poverty_status_moe
2014,"Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation PUMA","79500US1601300",18573.0,120945.0,18573.0,1315.0,120945.0,541.0
2015,"Marion County--Pike & Washington (Northwest) Townships--Indianapolis City (Northwest) PUMA","79500US1802301",18567.0,104643.0,18567.0,1897.0,104643.0,757.0
2015,"Kent County (Southwest) PUMA, MI","79500US2601001",18567.0,142444.0,18567.0,1643.0,142444.0,547.0
2013,"North Texas Regional Planning Commission--Wichita County--Wichita Falls City PUMA","79500US4800700",18562.0,118995.0,18562.0,1633.0,118995.0,917.0
2015,"Northeast Maine--Aroostook & Washington Counties PUMA","79500US2300100",18554.0,99229.0,18554.0,853.0,99229.0,351.0
2015,"Tompkins County PUMA","79500US3602300",18547.0,90268.0,18547.0,1121.0,90268.0,699.0
2013,"Marion County--Pike & Washington (Northwest) Townships--Indianapolis City (Northwest) PUMA","79500US1802301",18546.0,103834.0,18546.0,1721.0,103834.0,1025.0
2013,"Santa Rosa County PUMA, FL","79500US1211300",18546.0,151119.0,18546.0,1615.0,151119.0,501.0
2014,"Capital Region Planning Commission 2--East Baton Rouge Parish (South) PUMA","79500US2201500",18543.0,126601.0,18543.0,1830.0,126601.0,2112.0
2015,"Ulster County (East) PUMA, NY","79500US3602702",18539.0,140848.0,18539.0,1629.0,140848.0,479.0
2013,"Plantation & Sunrise Cities PUMA, FL","79500US1201106",18539.0,168626.0,18539.0,1788.0,168626.0,838.0
2014,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA","79500US4801200",18537.0,114538.0,18537.0,1560.0,114538.0,366.0
2014,"Jackrabbit Region PUMA","79500US4600400",18536.0,124641.0,18536.0,1210.0,124641.0,652.0
2014,"Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties PUMA","79500US1303800",18522.0,130644.0,18522.0,1767.0,130644.0,313.0
2015,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties PUMA","79500US4801300",18520.0,116640.0,18520.0,1468.0,116640.0,271.0
2014,"Sacramento County (Central)--Rancho Cordova City PUMA","79500US0606702",18518.0,113145.0,18518.0,1755.0,113145.0,1202.0
2013,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties PUMA","79500US4801300",18517.0,115061.0,18517.0,1300.0,115061.0,309.0
2013,"Orange County (Southeast) PUMA","79500US3602903",18516.0,124433.0,18516.0,1626.0,124433.0,549.0
2014,"Castro Valley, San Lorenzo & Ashland PUMA, CA","79500US0600106",18514.0,136784.0,18514.0,1761.0,136784.0,1320.0
2013,"Erie & Sandusky Counties PUMA, OH","79500US3900700",18512.0,134683.0,18512.0,1158.0,134683.0,392.0
2015,"NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA","79500US3604113",18505.0,136350.0,18505.0,1826.0,136350.0,2659.0
2014,"Mount Pleasant Town PUMA, SC","79500US4501203",18499.0,143107.0,18499.0,2463.0,143107.0,1931.0
2014,"El Dorado Hills PUMA, CA","79500US0601700",18497.0,180066.0,18497.0,1694.0,180066.0,281.0
2014,"DeKalb County PUMA","79500US1702601",18496.0,98258.0,18496.0,1567.0,98258.0,1041.0
2013,"Crawford & Warren Counties PUMA","79500US4200200",18488.0,124807.0,18488.0,1045.0,124807.0,471.0
2015,"Green Bay City PUMA","79500US5500200",18485.0,102489.0,18485.0,1403.0,102489.0,545.0
2015,"Hamilton & Fairfield Cities PUMA, OH","79500US3905402",18472.0,130575.0,18472.0,1765.0,130575.0,590.0
2014,"Floyd, Harrison & Washington Counties PUMA, IN","79500US1803500",18470.0,140508.0,18470.0,1401.0,140508.0,392.0
2015,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties PUMA","79500US1300200",18470.0,111608.0,18470.0,1461.0,111608.0,399.0
2015,"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities PUMA","79500US0800818",18469.0,114574.0,18469.0,1325.0,114574.0,1207.0
2015,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA","79500US3603701",18462.0,104145.0,18462.0,1857.0,104145.0,2053.0
2015,"Lake Forest, Irvine (North) Cities & Silverado PUMA, CA","79500US0605905",18457.0,207445.0,18457.0,2076.0,207445.0,2914.0
2013,"San Bernardino County (Southwest)--Upland & Montclair Cities PUMA","79500US0607112",18454.0,122362.0,18454.0,1720.0,122362.0,925.0
2013,"Concord, Kannapolis Cities & Harrisburg Town PUMA, NC","79500US3703200",18453.0,134335.0,18453.0,1780.0,134335.0,1519.0
2013,"Suffolk County (North)--Revere, Chelsea & Winthrop Town Cities PUMA","79500US2503306",18451.0,106043.0,18451.0,1531.0,106043.0,266.0
2015,"Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough PUMA","79500US4200803",18448.0,122985.0,18448.0,1160.0,122985.0,835.0
2015,"Paulding County PUMA, GA","79500US1304500",18445.0,146447.0,18445.0,2197.0,146447.0,299.0
2015,"Windsor Town, Healdsburg & Sonoma Cities PUMA, CA","79500US0609701",18443.0,182583.0,18443.0,1746.0,182583.0,2027.0
2015,"Miami-Dade County (North Central)--Doral, Sweetwater Cities & Fontainebleau PUMA","79500US1208608",18442.0,118758.0,18442.0,1848.0,118758.0,1488.0
2013,"St. Joseph & Branch Counties PUMA","79500US2602200",18440.0,101964.0,18440.0,1144.0,101964.0,357.0
2014,"Tompkins County PUMA","79500US3602300",18438.0,89566.0,18438.0,1220.0,89566.0,1061.0
2014,"Seneca, Crawford & Wyandot Counties PUMA","79500US3902300",18427.0,117465.0,18427.0,1103.0,117465.0,423.0
2014,"Paulding County PUMA, GA","79500US1304500",18426.0,144659.0,18426.0,2466.0,144659.0,378.0
2013,"Philadelphia City (Center City) PUMA","79500US4203209",18426.0,122630.0,18426.0,1191.0,122630.0,2065.0
2014,"Sioux Falls City PUMA, SD","79500US4600600",18424.0,157456.0,18424.0,1349.0,157456.0,801.0
2014,"Porter County PUMA, IN","79500US1800200",18424.0,162110.0,18424.0,1956.0,162110.0,473.0
2014,"Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities PUMA","79500US5310701",18421.0,109909.0,18421.0,1844.0,109909.0,979.0
2014,"South & West Albemarle Sound & Northern Outer Banks Regions PUMA","79500US3700800",18420.0,98973.0,18420.0,1303.0,98973.0,495.0
2013,"Isle of Wight, Southampton Counties, Suffolk & Franklin Cities PUMA, VA","79500US5151145",18420.0,144557.0,18420.0,1355.0,144557.0,363.0
2013,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties PUMA","79500US1902200",18420.0,119078.0,18420.0,1069.0,119078.0,679.0
2015,"Seneca, Crawford & Wyandot Counties PUMA","79500US3902300",18412.0,116848.0,18412.0,1091.0,116848.0,420.0
2015,"Polk County (Central) PUMA","79500US1210503",18408.0,134406.0,18408.0,1600.0,134406.0,2147.0
2013,"San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights) PUMA","79500US0607312",18404.0,104198.0,18404.0,1571.0,104198.0,2039.0
2014,"Green Bay City PUMA","79500US5500200",18402.0,102069.0,18402.0,1256.0,102069.0,590.0
2015,"Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities PUMA","79500US1209507",18399.0,110635.0,18399.0,1859.0,110635.0,2259.0
2013,"District of Columbia (Northeast) PUMA","79500US1100103",18395.0,103584.0,18395.0,1127.0,103584.0,1981.0
2015,"Johnson County PUMA, TX","79500US4802102",18392.0,152222.0,18392.0,1864.0,152222.0,490.0
2015,"Isle of Wight, Southampton Counties, Suffolk & Franklin Cities PUMA, VA","79500US5151145",18383.0,145781.0,18383.0,1578.0,145781.0,412.0
2013,"Union (East) & Anson Counties--Monroe City PUMA","79500US3705300",18383.0,111994.0,18383.0,1668.0,111994.0,1330.0
2015,"Buchanan, Andrew & DeKalb Counties PUMA","79500US2900200",18378.0,111791.0,18378.0,1225.0,111791.0,526.0
2015,"Henderson City (West) PUMA, NV","79500US3200411",18374.0,208759.0,18374.0,1647.0,208759.0,1925.0
2013,"Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PUMA","79500US4805600",18369.0,107953.0,18369.0,1660.0,107953.0,336.0
2013,"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities PUMA","79500US1212703",18360.0,131033.0,18360.0,1488.0,131033.0,1726.0
2014,"Crawford & Warren Counties PUMA","79500US4200200",18358.0,124207.0,18358.0,961.0,124207.0,508.0
2014,"Ashtabula County PUMA","79500US3901300",18357.0,96528.0,18357.0,1329.0,96528.0,607.0
2014,"San Leandro, Alameda & Oakland (Southwest) Cities PUMA, CA","79500US0600105",18355.0,165924.0,18355.0,1835.0,165924.0,541.0
2015,"St. Louis County (Southeast)--Duluth, Hermantown & Proctor Cities PUMA","79500US2700500",18352.0,94887.0,18352.0,972.0,94887.0,620.0
2014,"Comanche County (Central)--Lawton City PUMA","79500US4000601",18350.0,97450.0,18350.0,1345.0,97450.0,733.0
2013,"Monroe County PUMA, MI","79500US2603300",18337.0,149642.0,18337.0,1397.0,149642.0,345.0
2015,"DeKalb County PUMA","79500US1702601",18336.0,98305.0,18336.0,1611.0,98305.0,837.0
2015,"Erie County (Outer) PUMA, PA","79500US4200102",18329.0,164359.0,18329.0,1426.0,164359.0,462.0
2014,"Santa Clarita City PUMA, CA","79500US0603702",18328.0,190716.0,18328.0,1923.0,190716.0,1551.0
2013,"Weber County (East)--Ogden (Southeast) & South Ogden Cities PUMA","79500US4957002",18327.0,101923.0,18327.0,1539.0,101923.0,1051.0
2015,"Comanche County (Central)--Lawton City PUMA","79500US4000601",18318.0,97237.0,18318.0,1421.0,97237.0,660.0
2013,"Farmington & Southfield Area PUMA, MI","79500US2602907",18310.0,165194.0,18310.0,1488.0,165194.0,389.0
2013,"Mooresville Town & Statesville City PUMA, NC","79500US3702900",18306.0,133764.0,18306.0,1609.0,133764.0,947.0
2013,"East Central Wisconsin PUMA, WI","79500US5501400",18304.0,152732.0,18304.0,999.0,152732.0,416.0
2014,"Richmond District PUMA, CA","79500US0607501",18303.0,137986.0,18303.0,1369.0,137986.0,2429.0
2015,"Broward County--Deerfield, Pompano Beach (North) & Lighthouse Point Cities PUMA","79500US1201103",18296.0,104830.0,18296.0,1928.0,104830.0,875.0
2014,"Ellis County PUMA, TX","79500US4802101",18294.0,152215.0,18294.0,1814.0,152215.0,488.0
2014,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA","79500US3603701",18292.0,103148.0,18292.0,1561.0,103148.0,2031.0
2015,"Coastal Bend COG--Nueces County--Corpus Christi City (Outer) PUMA","79500US4806601",18284.0,120118.0,18284.0,1615.0,120118.0,1630.0
2014,"Whittier City & Hacienda Heights PUMA, CA","79500US0603739",18280.0,168458.0,18280.0,1596.0,168458.0,2167.0
2015,"Schuylkill County PUMA, PA","79500US4202600",18278.0,139127.0,18278.0,1398.0,139127.0,492.0
2014,"Anderson, Union & Knox (North) Counties--Oak Ridge (East) & Clinton Cities PUMA","79500US4701601",18278.0,104624.0,18278.0,1432.0,104624.0,703.0
2014,"Suffolk County (North)--Revere, Chelsea & Winthrop Town Cities PUMA","79500US2503306",18275.0,107818.0,18275.0,1677.0,107818.0,361.0
2014,"Brunswick County PUMA","79500US3704800",18273.0,111933.0,18273.0,1919.0,111933.0,276.0
2015,"Dane County (West) PUMA, WI","79500US5500103",18268.0,199830.0,18268.0,1631.0,199830.0,1429.0
2014,"Erie & Sandusky Counties PUMA, OH","79500US3900700",18268.0,134575.0,18268.0,1181.0,134575.0,334.0
2014,"Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA","79500US3601101",18267.0,106730.0,18267.0,1128.0,106730.0,235.0
2014,"Knox, Stark, Bureau, Marshall & Woodford Counties PUMA, IL","79500US1702501",18263.0,143672.0,18263.0,1064.0,143672.0,761.0
2014,"Douglas, Edgar, Coles & Cumberland Counties PUMA","79500US1700600",18263.0,97660.0,18263.0,1404.0,97660.0,444.0
2014,"Buncombe County (Northwest) PUMA","79500US3702202",18262.0,117912.0,18262.0,1731.0,117912.0,1612.0
2013,"Fairfield & Suisun City Cities PUMA, CA","79500US0609502",18261.0,136243.0,18261.0,1865.0,136243.0,793.0
2013,"South & West Albemarle Sound & Northern Outer Banks Regions PUMA","79500US3700800",18253.0,99270.0,18253.0,1254.0,99270.0,344.0
2013,"Crow Wing, Morrison, Todd & Wadena Counties PUMA, MN","79500US2700700",18249.0,132468.0,18249.0,916.0,132468.0,258.0
2014,"Jacksonville City PUMA, NC","79500US3704500",18248.0,127391.0,18248.0,1786.0,127391.0,1517.0
2015,"Fairfield & Suisun City Cities PUMA, CA","79500US0609502",18246.0,140542.0,18246.0,1455.0,140542.0,574.0
2014,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties PUMA","79500US1300200",18246.0,109943.0,18246.0,1354.0,109943.0,488.0
2013,"Richland County PUMA","79500US3902200",18246.0,116122.0,18246.0,1435.0,116122.0,439.0
2013,"Broward County (Southeast)--Hollywood (North) & Dania Beach (South) Cities PUMA","79500US1201109",18244.0,102848.0,18244.0,1696.0,102848.0,1414.0
2014,"Sparks City PUMA, NV","79500US3200103",18243.0,137596.0,18243.0,1625.0,137596.0,1311.0
2015,"Tarrant County (South Central)--Fort Worth City (Southeast)--South of I-20 PUMA","79500US4802506",18243.0,114342.0,18243.0,2184.0,114342.0,2482.0
2014,"St. Joseph & Branch Counties PUMA","79500US2602200",18235.0,101460.0,18235.0,1084.0,101460.0,422.0
2015,"Salt Lake County--West Valley City (Central), Salt Lake City (South Central) & Kearns PUMA","79500US4935003",18235.0,108382.0,18235.0,1944.0,108382.0,1592.0
2014,"Mesa City (East) PUMA, AZ","79500US0400101",18233.0,153042.0,18233.0,1837.0,153042.0,2810.0
2013,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties PUMA","79500US1300200",18223.0,108909.0,18223.0,1628.0,108909.0,404.0
2013,"Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA","79500US3601101",18222.0,106899.0,18222.0,1267.0,106899.0,207.0
2013,"Dallas (Far North) & Richardson (Southwest) Cities PUMA","79500US4802309",18219.0,112725.0,18219.0,1889.0,112725.0,1586.0
2013,"Collier County (Southwest) PUMA","79500US1202102",18217.0,112612.0,18217.0,1708.0,112612.0,2598.0
2015,"Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities PUMA","79500US5310701",18216.0,111990.0,18216.0,1679.0,111990.0,1113.0
2014,"Weber County (East)--Ogden (Southeast) & South Ogden Cities PUMA","79500US4957002",18213.0,102292.0,18213.0,1239.0,102292.0,1094.0
2013,"Los Angeles County (Central)--Pico Rivera & Montebello Cities PUMA","79500US0603740",18208.0,128671.0,18208.0,1752.0,128671.0,718.0
2015,"Huntington Beach City PUMA, CA","79500US0605914",18208.0,195680.0,18208.0,1454.0,195680.0,902.0
2014,"Chelsea, Clinton & Midtown Business District PUMA, NY","79500US3603807",18203.0,143121.0,18203.0,1910.0,143121.0,2736.0
2013,"Jurupa Valley & Eastvale Cities PUMA, CA","79500US0606514",18198.0,158003.0,18198.0,1855.0,158003.0,2805.0
2015,"Buena Park, Cypress & Seal Beach Cities PUMA, CA","79500US0605908",18196.0,180410.0,18196.0,1591.0,180410.0,1241.0
2013,"Tompkins County PUMA","79500US3602300",18194.0,88742.0,18194.0,1359.0,88742.0,793.0
2015,"Beaver County (South) PUMA, PA","79500US4201502",18193.0,150678.0,18193.0,1257.0,150678.0,473.0
2013,"Brunswick County PUMA","79500US3704800",18191.0,109534.0,18191.0,1434.0,109534.0,215.0
2013,"Ashtabula County PUMA","79500US3901300",18186.0,97016.0,18186.0,1279.0,97016.0,390.0
2013,"East Central North Dakota--Jamestown City PUMA","79500US3800200",18181.0,119204.0,18181.0,992.0,119204.0,430.0
2015,"Farmington & Southfield Area PUMA, MI","79500US2602907",18180.0,166707.0,18180.0,1461.0,166707.0,293.0
2015,"Duval County (Outer)--Jacksonville City (North & West) PUMA","79500US1203101",18163.0,125296.0,18163.0,2188.0,125296.0,2992.0
2013,"Broward County--Deerfield, Pompano Beach (North) & Lighthouse Point Cities PUMA","79500US1201103",18162.0,102869.0,18162.0,1789.0,102869.0,1112.0
2014,"Northeast Georgia Regional Commission (East) PUMA","79500US1303700",18160.0,111482.0,18160.0,1197.0,111482.0,256.0
2013,"Minot City PUMA, ND","79500US3800100",18155.0,178939.0,18155.0,1118.0,178939.0,458.0
2013,"Knox, Stark, Bureau, Marshall & Woodford Counties PUMA, IL","79500US1702501",18154.0,143995.0,18154.0,1193.0,143995.0,711.0
2015,"Southeast Utah & Uintah Basin Region PUMA, UT","79500US4913001",18150.0,136702.0,18150.0,1064.0,136702.0,334.0
2014,"Christian, Greene (Outside Springfield City) & Webster Counties PUMA, MO","79500US2902601",18143.0,152550.0,18143.0,1588.0,152550.0,1096.0
2014,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties PUMA","79500US1303900",18136.0,115602.0,18136.0,1473.0,115602.0,308.0
2015,"Orange County (Southeast) PUMA","79500US3602903",18132.0,125875.0,18132.0,1272.0,125875.0,587.0
2015,"Mount Pleasant Town PUMA, SC","79500US4501203",18131.0,147770.0,18131.0,1805.0,147770.0,1638.0
2015,"Jackrabbit Region PUMA","79500US4600400",18130.0,125332.0,18130.0,1339.0,125332.0,487.0
2015,"Cole, Callaway, Moniteau & Osage Counties PUMA, MO","79500US2900500",18126.0,140245.0,18126.0,1285.0,140245.0,615.0
2014,"Maricopa County (West) & Gila River Indian Community (Northwest) PUMA","79500US0400134",18126.0,108780.0,18126.0,1827.0,108780.0,2250.0
2015,"Philadelphia City (Center City) PUMA","79500US4203209",18116.0,129796.0,18116.0,1267.0,129796.0,1851.0
2014,"Thomas Jefferson Planning District Commission (North) PUMA","79500US5151090",18115.0,117386.0,18115.0,1329.0,117386.0,1134.0
2014,"LaPorte County PUMA","79500US1800300",18111.0,102234.0,18111.0,1320.0,102234.0,687.0
2014,"York County (East)--Rock Hill City & Fort Mill Town PUMA","79500US4500502",18105.0,118294.0,18105.0,1466.0,118294.0,1259.0
2015,"Dallas (Far North) & Richardson (Southwest) Cities PUMA","79500US4802309",18104.0,116701.0,18104.0,1903.0,116701.0,1564.0
2015,"Bexar County (South)--San Antonio City (Far South) PUMA","79500US4805907",18103.0,104749.0,18103.0,2090.0,104749.0,2797.0
2013,"Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities PUMA","79500US0400805",18097.0,93342.0,18097.0,2188.0,93342.0,2557.0
2015,"Hagerstown City PUMA, MD","79500US2400200",18094.0,140358.0,18094.0,1404.0,140358.0,599.0
2014,"Oklahoma County (East)--Midwest, Del & Oklahoma City (Northeast) Cities PUMA","79500US4001004",18092.0,115053.0,18092.0,1484.0,115053.0,1106.0
2015,"Thomas Jefferson Planning District Commission (North) PUMA","79500US5151090",18092.0,118946.0,18092.0,1281.0,118946.0,1470.0
2013,"Southwest Oklahoma PUMA","79500US4000400",18091.0,104572.0,18091.0,1274.0,104572.0,557.0
2013,"Windsor Town, Healdsburg & Sonoma Cities PUMA, CA","79500US0609701",18081.0,179384.0,18081.0,1684.0,179384.0,1669.0
2013,"Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West) PUMA","79500US2201400",18080.0,104928.0,18080.0,1518.0,104928.0,551.0
2015,"San Diego County (Northwest)--Vista City PUMA","79500US0607303",18076.0,108792.0,18076.0,1344.0,108792.0,1661.0
2014,"East Central Wisconsin PUMA, WI","79500US5501400",18075.0,152304.0,18075.0,939.0,152304.0,500.0
2014,"Pleasantville City & Hammonton Town PUMA, NJ","79500US3400102",18071.0,149244.0,18071.0,1733.0,149244.0,446.0
2014,"Grant, Green, Iowa, Richland & Lafayette Counties PUMA, WI","79500US5500800",18063.0,141514.0,18063.0,1086.0,141514.0,569.0
2014,"Logan, Champaign & Hardin Counties PUMA","79500US3902700",18062.0,113080.0,18062.0,1339.0,113080.0,443.0
2014,"Farmington & Southfield Area PUMA, MI","79500US2602907",18058.0,166006.0,18058.0,1255.0,166006.0,304.0
2013,"Grant, Green, Iowa, Richland & Lafayette Counties PUMA, WI","79500US5500800",18058.0,141292.0,18058.0,872.0,141292.0,372.0
2015,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties PUMA","79500US1902200",18055.0,119203.0,18055.0,1148.0,119203.0,579.0
2014,"Pinellas County (Central)--Greater Largo City PUMA","79500US1210304",18054.0,103952.0,18054.0,1638.0,103952.0,1546.0
2015,"Milwaukee City (South) PUMA","79500US5541005",18048.0,116963.0,18048.0,1410.0,116963.0,1675.0
2013,"Oklahoma County (East)--Midwest, Del & Oklahoma City (Northeast) Cities PUMA","79500US4001004",18044.0,114412.0,18044.0,1359.0,114412.0,1076.0
2013,"Marion County (Outside Salem & Keizer Cities)--Woodburn & Silverton Cities PUMA","79500US4101105",18044.0,109946.0,18044.0,1609.0,109946.0,1488.0
2013,"Thomas Jefferson Planning District Commission (North) PUMA","79500US5151090",18044.0,115909.0,18044.0,1166.0,115909.0,1144.0
2014,"Darke, Shelby & Preble Counties PUMA, OH","79500US3904500",18042.0,141500.0,18042.0,1306.0,141500.0,334.0
2014,"Pinellas County (Central)--Greater Pinellas Park City PUMA","79500US1210306",18039.0,109916.0,18039.0,1460.0,109916.0,1361.0
2013,"Kalamazoo County (Outer) PUMA","79500US2602101",18035.0,129478.0,18035.0,1459.0,129478.0,313.0
2014,"Ada County (South)--Boise (South) & Kuna Cities PUMA","79500US1600800",18032.0,105733.0,18032.0,2624.0,105733.0,2566.0
2015,"Dale City, Lake Ridge & Woodbridge PUMA, VA","79500US5151246",18031.0,247320.0,18031.0,1778.0,247320.0,1915.0
2014,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties PUMA","79500US1902200",18030.0,119059.0,18030.0,1132.0,119059.0,685.0
2014,"Corona (Northwest) & Norco Cities PUMA, CA","79500US0606513",18026.0,144646.0,18026.0,1606.0,144646.0,1236.0
2013,"Lincoln Trail Area Development District (East) PUMA","79500US2101200",18026.0,104607.0,18026.0,1853.0,104607.0,887.0
2013,"Olympia, Lacey & Tumwater Cities PUMA, WA","79500US5311401",18024.0,152363.0,18024.0,1585.0,152363.0,1559.0
2015,"King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island PUMA","79500US5311612",18022.0,123898.0,18022.0,1759.0,123898.0,948.0
2013,"Garfield, Kay & Noble Counties--Enid City PUMA","79500US4001400",18020.0,115801.0,18020.0,1269.0,115801.0,326.0
2014,"Fulton & Montgomery Counties PUMA","79500US3601600",18018.0,102434.0,18018.0,1284.0,102434.0,372.0
2014,"Isle of Wight, Southampton Counties, Suffolk & Franklin Cities PUMA, VA","79500US5151145",18013.0,145127.0,18013.0,1430.0,145127.0,431.0
2013,"Green Bay City PUMA","79500US5500200",18010.0,102071.0,18010.0,1209.0,102071.0,601.0
2014,"Kalamazoo County (Outer) PUMA","79500US2602101",18003.0,130729.0,18003.0,1366.0,130729.0,294.0
2013,"Northeast Georgia Regional Commission (East) PUMA","79500US1303700",18002.0,110983.0,18002.0,1311.0,110983.0,210.0
2013,"Erie County (Outer) PUMA, PA","79500US4200102",18000.0,164687.0,18000.0,1272.0,164687.0,554.0
2015,"Kitsap County (South)--Bremerton & Port Orchard Cities PUMA","79500US5311802",17999.0,124360.0,17999.0,1702.0,124360.0,1822.0
2014,"Orange County (Southeast) PUMA","79500US3602903",17995.0,125216.0,17995.0,1334.0,125216.0,612.0
2014,"Henderson City (West) PUMA, NV","79500US3200411",17994.0,204523.0,17994.0,1618.0,204523.0,2021.0
2013,"Sullivan & Ulster (West) Counties PUMA","79500US3602701",17987.0,107378.0,17987.0,1290.0,107378.0,480.0
2013,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA","79500US4200701",17981.0,104011.0,17981.0,1443.0,104011.0,572.0
2013,"Central Region--Jackson (West & South) & Clinton (South & East) Cities PUMA","79500US2801000",17980.0,108461.0,17980.0,1603.0,108461.0,1840.0
2014,"NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA","79500US3604113",17974.0,134637.0,17974.0,1460.0,134637.0,2676.0
2015,"Orange & Villa Park Cities PUMA, CA","79500US0605911",17974.0,136476.0,17974.0,1682.0,136476.0,1644.0
2014,"Miami-Dade County (East)--Miami City (East) & Key Biscayne Village PUMA","79500US1208614",17971.0,103291.0,17971.0,1757.0,103291.0,2410.0
2013,"Tracy, Manteca & Lathrop Cities PUMA, CA","79500US0607703",17969.0,194263.0,17969.0,2046.0,194263.0,1615.0
2013,"Duval County (North Central)--Jacksonville City (Arlington) PUMA","79500US1203103",17967.0,101314.0,17967.0,1794.0,101314.0,2415.0
2015,"Martin County PUMA, FL","79500US1208500",17965.0,148211.0,17965.0,1528.0,148211.0,454.0
2013,"Osceola County (East) PUMA","79500US1209702",17961.0,119296.0,17961.0,2335.0,119296.0,2102.0
2015,"Mesa City (East) PUMA, AZ","79500US0400101",17958.0,153011.0,17958.0,1588.0,153011.0,2506.0
2015,"Santa Clara County (Central)--San Jose City (East Central/East Valley) PUMA","79500US0608514",17947.0,107162.0,17947.0,1420.0,107162.0,1894.0
2015,"East Central Wisconsin PUMA, WI","79500US5501400",17946.0,151928.0,17946.0,888.0,151928.0,424.0
2013,"Schuylkill County PUMA, PA","79500US4202600",17946.0,140278.0,17946.0,1173.0,140278.0,426.0
2014,"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties PUMA","79500US1601000",17944.0,110350.0,17944.0,1568.0,110350.0,328.0
2014,"Polk County (Central) PUMA","79500US1210503",17942.0,131462.0,17942.0,1943.0,131462.0,2234.0
2015,"Sparks City PUMA, NV","79500US3200103",17940.0,139301.0,17940.0,1361.0,139301.0,1345.0
2013,"Duwamish & Beacon Hill PUMA, WA","79500US5311605",17936.0,131600.0,17936.0,1579.0,131600.0,2127.0
2015,"Los Angeles County (Central)--Pico Rivera & Montebello Cities PUMA","79500US0603740",17930.0,129826.0,17930.0,1661.0,129826.0,873.0
2013,"Dallas City (North)--South of I-635 & West of US-75 PUMA","79500US4802311",17915.0,108028.0,17915.0,1710.0,108028.0,1959.0
2014,"Philadelphia City (Center City) PUMA","79500US4203209",17901.0,126371.0,17901.0,1085.0,126371.0,1903.0
2014,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA","79500US3900200",17895.0,108066.0,17895.0,1188.0,108066.0,732.0
2015,"South Central Planning & Development Commission 1--River Parishes PUMA","79500US2201900",17886.0,116709.0,17886.0,1354.0,116709.0,263.0
2014,"St. Louis (North), Koochiching, Lake & Cook Counties--Hibbing & Cloquet Cities PUMA","79500US2700400",17882.0,128935.0,17882.0,947.0,128935.0,457.0
2013,"Pinellas County (Central)--Clearwater City (South & Central) PUMA","79500US1210303",17879.0,102638.0,17879.0,1621.0,102638.0,1659.0
2014,"District of Columbia (North) PUMA","79500US1100102",17878.0,121170.0,17878.0,1472.0,121170.0,2412.0
2015,"Portland City (Northwest & Southwest) PUMA","79500US4101314",17865.0,130240.0,17865.0,1415.0,130240.0,1584.0
2015,"Milwaukee County (West) PUMA, WI","79500US5540701",17863.0,169121.0,17863.0,1182.0,169121.0,616.0
2013,"Salem, Beverly, Gloucester & Newburyport Cities PUMA, MA","79500US2500703",17860.0,192987.0,17860.0,1558.0,192987.0,452.0
2013,"Polk County (Central) PUMA","79500US1210503",17859.0,129570.0,17859.0,1793.0,129570.0,2595.0
2013,"Coeur d'Alene, Post Falls & Hayden Cities PUMA, ID","79500US1600200",17851.0,133877.0,17851.0,1683.0,133877.0,468.0
