year,geo_name,geo,income_inequality
2017,"Vigo County, IN",05000US18167,4.863
2015,Rappahannock County,05000US51157,4.862
2017,Walker County,05000US01127,4.862
2017,Boundary County,05000US16021,4.862
2017,Miller County,05000US29131,4.862
2015,Duplin County,05000US37061,4.862
2015,Webster County,05000US21233,4.862
2015,Ferry County,05000US53019,4.862
2017,Luna County,05000US35029,4.861
2017,Carroll County,05000US29033,4.861
2016,Randolph County,05000US05121,4.861
2016,"Franklin County, OH",05000US39049,4.861
2016,Chatham County,05000US37037,4.861
2015,Knox County,05000US48275,4.861
2017,Wetzel County,05000US54103,4.86
2017,Howell County,05000US29091,4.86
2015,Milam County,05000US48331,4.86
2016,Franklin County,05000US13119,4.859
2015,"Travis County, TX",05000US48453,4.859
2015,Bollinger County,05000US29017,4.859
2016,Haakon County,05000US46055,4.859
2016,Inyo County,05000US06027,4.858
2015,Socorro County,05000US35053,4.858
2017,Bollinger County,05000US29017,4.858
2016,Montgomery County,05000US19137,4.858
2016,Poinsett County,05000US05111,4.858
2017,Franklin County,05000US48159,4.857
2016,Winchester city,05000US51840,4.856
2017,Caddo County,05000US40015,4.855
2017,Dooly County,05000US13093,4.855
2016,"Norfolk County, MA",05000US25021,4.855
2016,Norton city,05000US51720,4.855
2016,Adair County,05000US40001,4.854
2015,Hampshire County,05000US54027,4.854
2017,LaMoure County,05000US38045,4.854
2015,Bristol County,05000US44001,4.853
2017,Jones County,05000US48253,4.853
2017,"Santa Barbara County, CA",05000US06083,4.853
2016,Calhoun County,05000US45017,4.853
2017,Richardson County,05000US31147,4.853
2015,Bourbon County,05000US20011,4.853
2015,Atascosa County,05000US48013,4.852
2016,Otero County,05000US08089,4.851
2016,Hamblen County,05000US47063,4.851
2016,"Sangamon County, IL",05000US17167,4.851
2015,Mills County,05000US48333,4.851
2016,Chambers County,05000US48071,4.851
2015,Lake County,05000US47095,4.851
2015,Mellette County,05000US46095,4.851
2015,"El Paso County, TX",05000US48141,4.851
2017,"Knox County, TN",05000US47093,4.851
2017,Newport County,05000US44005,4.851
2015,Logan County,05000US17107,4.85
2017,Beaverhead County,05000US30001,4.85
2017,"Washington County, TN",05000US47179,4.85
2017,Ashley County,05000US05003,4.85
2015,"Broward County, FL",05000US12011,4.849
2016,Franklin County,05000US48159,4.849
2016,"Hennepin County, MN",05000US27053,4.849
2015,Saluda County,05000US45081,4.849
2017,George County,05000US28039,4.849
2017,Cass County,05000US48067,4.848
2017,Chaves County,05000US35005,4.848
2015,Logan County,05000US54045,4.848
2015,Southeast Fairbanks Census Area,05000US02240,4.848
2017,Hampton County,05000US45049,4.848
2015,Anderson County,05000US47001,4.848
2015,Palo Pinto County,05000US48363,4.847
2017,Mercer County,05000US54055,4.847
2016,Rosebud County,05000US30087,4.847
2015,Wayne County,05000US13305,4.847
2017,Pierce County,05000US38069,4.847
2016,Calhoun County,05000US28013,4.847
2016,Waller County,05000US48473,4.847
2017,Russell County,05000US21207,4.846
2016,Martin County,05000US37117,4.846
2017,Liberty County,05000US48291,4.845
2016,Macon County,05000US37113,4.845
2017,Aroostook County,05000US23003,4.845
2015,"Franklin County, OH",05000US39049,4.844
2016,Swisher County,05000US48437,4.844
2017,"Ulster County, NY",05000US36111,4.844
2015,Mason County,05000US21161,4.843
2016,"Atlantic County, NJ",05000US34001,4.843
2016,Marshall County,05000US46091,4.843
2015,Banner County,05000US31007,4.843
2017,Trinity County,05000US06105,4.842
2016,Harmon County,05000US40057,4.842
2017,Harper County,05000US20077,4.842
2017,Hancock County,05000US28045,4.842
2016,Lake County,05000US26085,4.842
2017,Koochiching County,05000US27071,4.842
2016,"Ramsey County, MN",05000US27123,4.842
2017,Lee County,05000US51105,4.842
2017,Stevens County,05000US27149,4.841
2015,Okeechobee County,05000US12093,4.841
2015,Columbia County,05000US42037,4.841
2015,"Norfolk County, MA",05000US25021,4.841
2017,Howard County,05000US29089,4.841
2017,Weston County,05000US56045,4.841
2016,"Broome County, NY",05000US36007,4.841
2017,Billings County,05000US38007,4.841
2016,Webster County,05000US21233,4.841
2016,"York County, SC",05000US45091,4.84
2015,Roger Mills County,05000US40129,4.84
2017,Lawrence County,05000US01079,4.839
2017,"Berrien County, MI",05000US26021,4.839
2016,"Forsyth County, NC",05000US37067,4.839
2015,Grimes County,05000US48185,4.838
2015,Geneva County,05000US01061,4.838
2017,Hopewell city,05000US51670,4.838
2015,Person County,05000US37145,4.838
2017,"Luzerne County, PA",05000US42079,4.838
2017,"Delaware County, PA",05000US42045,4.838
2016,Tippah County,05000US28139,4.838
2016,Simpson County,05000US28127,4.838
2016,Tallapoosa County,05000US01123,4.836
2017,Shackelford County,05000US48417,4.836
2017,Staunton city,05000US51790,4.836
2015,Alcorn County,05000US28003,4.836
2016,Bristol County,05000US44001,4.836
2016,Sussex County,05000US51183,4.835
2015,Webster County,05000US54101,4.835
2016,Andrews County,05000US48003,4.834
2015,"Gaston County, NC",05000US37071,4.834
2017,"Lake County, IN",05000US18089,4.834
2017,Greene County,05000US19073,4.834
2016,Bond County,05000US17005,4.834
2015,Newton County,05000US05101,4.834
2017,Chemung County,05000US36015,4.834
2015,Claiborne County,05000US47025,4.833
2017,Cherokee County,05000US01019,4.833
2015,Cullman County,05000US01043,4.833
2016,"Washoe County, NV",05000US32031,4.833
2017,"Cumberland County, NJ",05000US34011,4.833
2017,Columbia County,05000US42037,4.833
2017,Greene County,05000US01063,4.833
2015,McCurtain County,05000US40089,4.833
2015,Sullivan County,05000US36105,4.833
2015,Marion County,05000US54049,4.833
2016,Clay County,05000US54015,4.833
2016,Chemung County,05000US36015,4.833
2016,Dickenson County,05000US51051,4.832
2017,"Travis County, TX",05000US48453,4.832
2016,Geneva County,05000US01061,4.831
2015,Dillon County,05000US45033,4.831
2017,Osborne County,05000US20141,4.831
2015,"Jackson County, MO",05000US29095,4.831
2017,Le Flore County,05000US40079,4.831
2016,Coffee County,05000US13069,4.83
2016,Greene County,05000US01063,4.83
2016,Tripp County,05000US46123,4.83
2017,Sullivan County,05000US36105,4.83
2015,Lewis County,05000US54041,4.829
2015,"Martin County, FL",05000US12085,4.829
2016,Cumberland County,05000US51049,4.829
2016,"Muscogee County, GA",05000US13215,4.829
2016,Osage County,05000US40113,4.828
2015,Cherokee County,05000US48073,4.828
2015,Hamilton County,05000US12047,4.828
2015,Liberty County,05000US48291,4.828
2015,Stevens County,05000US27149,4.827
2017,"Gregg County, TX",05000US48183,4.826
2016,Seminole County,05000US40133,4.825
2017,"Orange County, NY",05000US36071,4.825
2016,"Nueces County, TX",05000US48355,4.825
2015,Hamblen County,05000US47063,4.825
2017,"Bradley County, TN",05000US47011,4.824
2017,"Mahoning County, OH",05000US39099,4.824
2016,Jackson County,05000US05067,4.824
2015,Bracken County,05000US21023,4.824
2016,Madison County,05000US37115,4.823
2017,Marshall County,05000US01095,4.823
2016,"Summit County, OH",05000US39153,4.823
2016,Bates County,05000US29013,4.823
2016,Brunswick County,05000US51025,4.823
2016,Coffee County,05000US47031,4.823
2016,Grant County,05000US41023,4.822
2015,Wetzel County,05000US54103,4.822
2017,"Warren County, KY",05000US21227,4.822
2017,Mecklenburg County,05000US51117,4.822
2016,Grimes County,05000US48185,4.822
2017,Cotton County,05000US40033,4.822
2016,"Monroe County, NY",05000US36055,4.821
2017,Kimble County,05000US48267,4.821
2017,Geneva County,05000US01061,4.821
2016,"San Joaquin County, CA",05000US06077,4.821
2015,Delta County,05000US08029,4.82
2016,Fayette County,05000US47047,4.82
2016,Mitchell County,05000US37121,4.82
2016,Lee County,05000US28081,4.82
2016,"Genesee County, MI",05000US26049,4.82
2015,Nodaway County,05000US29147,4.82
2016,"Terrebonne Parish, LA",05000US22109,4.82
2016,"Lake County, IN",05000US18089,4.819
2017,Webster County,05000US13307,4.819
2017,Bonner County,05000US16017,4.819
2016,"Delaware County, PA",05000US42045,4.819
2015,Jones County,05000US48253,4.819
2016,Freestone County,05000US48161,4.818
2015,Nicholas County,05000US21181,4.818
2015,"Queens County, NY",05000US36081,4.818
2017,Ballard County,05000US21007,4.818
2016,Pontotoc County,05000US40123,4.818
2016,Hardeman County,05000US47069,4.818
2016,Mora County,05000US35033,4.818
2015,"Contra Costa County, CA",05000US06013,4.817
2016,"El Paso County, TX",05000US48141,4.817
2017,Monroe County,05000US28095,4.817
2015,Leon County,05000US48289,4.817
2017,Arthur County,05000US31005,4.817
2017,Grant Parish,05000US22043,4.817
2016,"St. Louis County, MN",05000US27137,4.816
2015,"Delaware County, PA",05000US42045,4.816
2016,Morgan County,05000US47129,4.816
2016,Mason County,05000US21161,4.816
2015,"Lake County, IN",05000US18089,4.816
2015,Lauderdale County,05000US47097,4.816
2016,Lamar County,05000US28073,4.814
2017,Rappahannock County,05000US51157,4.813
2016,"Ulster County, NY",05000US36111,4.813
2017,Webster County,05000US54101,4.813
2017,"Orange County, CA",05000US06059,4.812
2017,Ida County,05000US19093,4.812
2015,"Washoe County, NV",05000US32031,4.812
2015,"Nueces County, TX",05000US48355,4.812
2017,"Broward County, FL",05000US12011,4.811
2017,Lake County,05000US26085,4.81
2017,Miller County,05000US05091,4.81
2017,Dawson County,05000US13085,4.81
2016,Columbia County,05000US42037,4.81
2017,Sweet Grass County,05000US30097,4.81
2016,Clay County,05000US13061,4.81
2017,Henry County,05000US21103,4.81
2017,Phillips County,05000US30071,4.809
2015,Beltrami County,05000US27007,4.809
2016,Sullivan County,05000US36105,4.809
2015,Summers County,05000US54089,4.809
2017,"Sullivan County, TN",05000US47163,4.809
2017,Washington County,05000US01129,4.807
2016,Bee County,05000US48025,4.807
2016,"Marion County, IN",05000US18097,4.807
2015,Walla Walla County,05000US53071,4.807
2016,"Macon County, IL",05000US17115,4.807
2015,Charlton County,05000US13049,4.807
2017,Stone County,05000US05137,4.807
2016,Worth County,05000US13321,4.807
2015,"Pima County, AZ",05000US04019,4.806
2016,Brooks County,05000US13027,4.806
2015,Duval County,05000US48131,4.805
2017,Sutter County,05000US06101,4.805
2016,"Montgomery County, OH",05000US39113,4.805
2015,Shelby County,05000US48419,4.805
2016,Casey County,05000US21045,4.805
2017,"Humboldt County, CA",05000US06023,4.804
2017,Hoke County,05000US37093,4.804
2017,Anson County,05000US37007,4.804
2015,"Summit County, OH",05000US39153,4.804
2015,Blaine County,05000US30005,4.804
2015,Montgomery County,05000US28097,4.804
2017,Pend Oreille County,05000US53051,4.804
2015,"Butte County, CA",05000US06007,4.803
2016,Galax city,05000US51640,4.803
2016,Salem County,05000US34033,4.803
2017,"Franklin County, OH",05000US39049,4.803
2017,"Nueces County, TX",05000US48355,4.803
2016,Henry County,05000US21103,4.803
2017,Howard County,05000US18067,4.803
2015,"Guilford County, NC",05000US37081,4.803
2016,Howard County,05000US18067,4.803
2016,Cass County,05000US48067,4.802
2015,Kent County,05000US24029,4.802
2015,Braxton County,05000US54007,4.802
2015,Winston County,05000US01133,4.802
2017,Delta County,05000US08029,4.802
2015,"McLean County, IL",05000US17113,4.802
2016,"Pima County, AZ",05000US04019,4.801
2016,"Luzerne County, PA",05000US42079,4.801
2015,"Atlantic County, NJ",05000US34001,4.801
2017,Sampson County,05000US37163,4.801
2016,Carter County,05000US30011,4.801
2015,"Forsyth County, NC",05000US37067,4.8
2016,Allendale County,05000US45005,4.8
2017,Clinton County,05000US19045,4.8
2017,Reynolds County,05000US29179,4.8
2017,Fannin County,05000US48147,4.8
2017,Plumas County,05000US06063,4.799
2015,"Missoula County, MT",05000US30063,4.799
2015,"Broome County, NY",05000US36007,4.799
2017,Scott County,05000US29201,4.798
2017,Frio County,05000US48163,4.798
2016,Little River County,05000US05081,4.798
2017,Knox County,05000US21121,4.797
2017,Marshall County,05000US28093,4.797
2015,"Anderson County, SC",05000US45007,4.796
2015,Hill County,05000US30041,4.795
2017,Bent County,05000US08011,4.795
2016,Le Flore County,05000US40079,4.795
2015,Giles County,05000US47055,4.794
2015,White County,05000US17193,4.794
2017,"Pickens County, SC",05000US45077,4.794
2017,Wayne County,05000US47181,4.793
2017,"Ramsey County, MN",05000US27123,4.793
2016,Mercer County,05000US54055,4.793
2015,"San Diego County, CA",05000US06073,4.793
2016,Talbot County,05000US24041,4.792
2016,Hancock County,05000US28045,4.792
2016,Miller County,05000US05091,4.792
2017,Waller County,05000US48473,4.792
2015,Laurel County,05000US21125,4.792
2015,White County,05000US05145,4.792
2016,Montgomery County,05000US20125,4.792
2017,Grundy County,05000US29079,4.792
2017,"Lubbock County, TX",05000US48303,4.792
2017,Nolan County,05000US48353,4.791
2016,Hancock County,05000US47067,4.791
2017,"Montgomery County, TX",05000US48339,4.791
2017,Salem County,05000US34033,4.791
2015,Collingsworth County,05000US48087,4.79
2016,"Vigo County, IN",05000US18167,4.79
2017,"Cambria County, PA",05000US42021,4.79
2015,Lincoln County,05000US28085,4.79
2015,Silver Bow County,05000US30093,4.79
2016,White County,05000US17193,4.789
2015,McKenzie County,05000US38053,4.789
2017,"York County, SC",05000US45091,4.789
2015,"Spartanburg County, SC",05000US45083,4.789
2016,Jones County,05000US48253,4.789
2016,Polk County,05000US47139,4.789
2015,Franklin city,05000US51620,4.789
2015,Union County,05000US47173,4.789
2016,"Pickens County, SC",05000US45077,4.789
2016,"Contra Costa County, CA",05000US06013,4.788
2017,Muskogee County,05000US40101,4.788
2016,"Mahoning County, OH",05000US39099,4.788
2015,Gaines County,05000US48165,4.788
2017,"Albany County, NY",05000US36001,4.788
2016,Indiana County,05000US42063,4.788
2015,Putnam County,05000US29171,4.788
2015,"Hillsborough County, FL",05000US12057,4.788
2015,Marion County,05000US21155,4.788
2016,"Norfolk city, VA",05000US51710,4.788
2016,Wayne County,05000US21231,4.787
2015,"Delaware County, IN",05000US18035,4.787
2017,Montgomery County,05000US20125,4.787
2015,Monroe County,05000US13207,4.786
2015,"Richland County, SC",05000US45079,4.786
2015,"Gregg County, TX",05000US48183,4.785
2016,Union County,05000US17181,4.785
2017,Gilchrist County,05000US12041,4.785
2017,"Pima County, AZ",05000US04019,4.785
2015,Garza County,05000US48169,4.785
2015,Ashley County,05000US05003,4.785
2016,Riley County,05000US20161,4.785
2016,Lawrence County,05000US39087,4.784
2016,Valley County,05000US31175,4.784
2017,Wythe County,05000US51197,4.784
2015,Union County,05000US21225,4.783
2017,Smyth County,05000US51173,4.783
2015,Calhoun County,05000US54013,4.783
2017,Neshoba County,05000US28099,4.783
2015,Montgomery County,05000US20125,4.783
2015,Alleghany County,05000US51005,4.783
2016,"El Dorado County, CA",05000US06017,4.783
2015,Greenbrier County,05000US54025,4.783
2017,Logan County,05000US08075,4.783
2016,Harrison County,05000US54033,4.782
2017,Muhlenberg County,05000US21177,4.782
2016,"Sacramento County, CA",05000US06067,4.782
2015,Pontotoc County,05000US40123,4.782
2015,Pike County,05000US05109,4.782
2015,Comanche County,05000US48093,4.782
2015,"Terrebonne Parish, LA",05000US22109,4.782
2016,Clinton County,05000US36019,4.781
2017,Elbert County,05000US13105,4.781
2015,Wapello County,05000US19179,4.781
2015,Dolores County,05000US08033,4.781
2015,Valley County,05000US31175,4.781
2015,"Whatcom County, WA",05000US53073,4.78
2017,Wilson County,05000US37195,4.78
2015,Marquette County,05000US26103,4.78
2015,Lane County,05000US20101,4.779
2017,Colbert County,05000US01033,4.779
2016,Phillips County,05000US30071,4.779
2017,Moore County,05000US37125,4.779
2017,Lincoln County,05000US54043,4.778
2017,Lincoln County,05000US13181,4.778
2017,McIntosh County,05000US40091,4.778
2015,Waller County,05000US48473,4.778
2015,Indiana County,05000US42063,4.778
2016,Polk County,05000US27119,4.777
2016,Marshall County,05000US01095,4.777
2015,Alleghany County,05000US37005,4.777
2015,Cherokee County,05000US45021,4.777
2017,Clay County,05000US13061,4.777
2015,Stone County,05000US05137,4.777
2016,San Jacinto County,05000US48407,4.776
2017,Rockingham County,05000US37157,4.776
2015,"Genesee County, MI",05000US26049,4.776
2016,Wheeler County,05000US41069,4.775
2016,Marion County,05000US13197,4.775
2016,"Humboldt County, CA",05000US06023,4.775
2016,Nolan County,05000US48353,4.775
2015,Carbon County,05000US49007,4.774
2016,Wilson County,05000US37195,4.774
2017,Thomas County,05000US20193,4.773
2016,Oregon County,05000US29149,4.773
2016,Limestone County,05000US01083,4.773
2015,Sampson County,05000US37163,4.772
2015,"Hennepin County, MN",05000US27053,4.772
2017,Winchester city,05000US51840,4.772
2016,Clarke County,05000US51043,4.772
2016,"Albany County, NY",05000US36001,4.772
2017,Cherokee County,05000US48073,4.772
2015,Woodward County,05000US40153,4.771
2016,Prowers County,05000US08099,4.771
2015,Meigs County,05000US39105,4.771
2015,Cochran County,05000US48079,4.77
2015,"Berrien County, MI",05000US26021,4.77
2015,"Oklahoma County, OK",05000US40109,4.77
2016,Mountrail County,05000US38061,4.77
2016,Dorchester County,05000US24019,4.77
2016,Emmons County,05000US38029,4.769
2017,"San Luis Obispo County, CA",05000US06079,4.769
2017,"Genesee County, MI",05000US26049,4.769
2015,"Carroll County, GA",05000US13045,4.768
2016,Powder River County,05000US30075,4.768
2017,Hamblen County,05000US47063,4.768
2015,St. Francois County,05000US29187,4.768
2015,Berrien County,05000US13019,4.768
2016,Harper County,05000US40059,4.768
2015,Greenup County,05000US21089,4.768
2017,Randolph County,05000US29175,4.768
2015,Cook County,05000US13075,4.768
2015,Jones County,05000US28067,4.767
2016,"Albemarle County, VA",05000US51003,4.767
2017,Deaf Smith County,05000US48117,4.767
2016,"Richland County, SC",05000US45079,4.767
2017,Chambers County,05000US01017,4.767
2017,Issaquena County,05000US28055,4.767
2016,"Stanislaus County, CA",05000US06099,4.766
2017,Johnson County,05000US31097,4.766
2015,Adair County,05000US40001,4.766
2016,Montgomery County,05000US36057,4.765
2015,"Monroe County, NY",05000US36055,4.765
2015,"Oakland County, MI",05000US26125,4.765
2015,Colbert County,05000US01033,4.765
2015,Holmes County,05000US12059,4.764
2017,Caldwell County,05000US37027,4.763
2017,Galax city,05000US51640,4.763
2015,"York County, SC",05000US45091,4.763
2017,St. Bernard Parish,05000US22087,4.762
2015,Abbeville County,05000US45001,4.762
2015,Union County,05000US41061,4.762
2015,Starr County,05000US48427,4.761
2017,Colquitt County,05000US13071,4.761
2016,Trinity County,05000US06105,4.761
2016,Jackson County,05000US01071,4.76
2017,Carroll County,05000US47017,4.76
2017,Person County,05000US37145,4.76
2017,Logan County,05000US17107,4.76
2017,Goshen County,05000US56015,4.759
2017,Tyler County,05000US48457,4.759
2015,Phillips County,05000US30071,4.759
2016,Colbert County,05000US01033,4.759
2015,"Albany County, NY",05000US36001,4.758
2016,Loving County,05000US48301,4.758
2016,Winston County,05000US01133,4.758
2016,"Oakland County, MI",05000US26125,4.757
2017,Houghton County,05000US26061,4.757
2015,"St. Louis County, MN",05000US27137,4.757
2015,Campbell County,05000US46021,4.757
2015,Heard County,05000US13149,4.757
2015,"Morgan County, AL",05000US01103,4.757
2015,Simpson County,05000US28127,4.757
2016,Panola County,05000US48365,4.757
2017,Harper County,05000US40059,4.757
2016,McMinn County,05000US47107,4.757
2015,Modoc County,05000US06049,4.757
2017,Atascosa County,05000US48013,4.756
2017,"Wayne County, NC",05000US37191,4.756
2017,Carbon County,05000US49007,4.756
2015,Franklin County,05000US28037,4.756
2015,Grand Forks County,05000US38035,4.756
2016,Carbon County,05000US49007,4.756
2017,"Albemarle County, VA",05000US51003,4.756
2017,"Guilford County, NC",05000US37081,4.755
2016,Edgecombe County,05000US37065,4.755
2015,Carroll County,05000US21041,4.755
2015,Sedgwick County,05000US08115,4.755
2016,Leon County,05000US48289,4.755
2016,"Guilford County, NC",05000US37081,4.754
2015,"Schenectady County, NY",05000US36093,4.754
2015,Grant Parish,05000US22043,4.754
2015,Jackson County,05000US12063,4.754
2015,Wayne County,05000US18177,4.754
2016,Cross County,05000US05037,4.754
2015,Brewster County,05000US48043,4.753
2016,Mower County,05000US27099,4.753
2016,Stephens County,05000US13257,4.753
2017,Caswell County,05000US37033,4.753
2016,"Schenectady County, NY",05000US36093,4.752
2017,"Pinellas County, FL",05000US12103,4.752
2015,Boyle County,05000US21021,4.751
2015,Knox County,05000US17095,4.751
2016,Franklin County,05000US21073,4.751
2017,"Peoria County, IL",05000US17143,4.751
2016,Richland County,05000US17159,4.75
2017,Smith County,05000US47159,4.75
2016,Appomattox County,05000US51011,4.75
2017,Marion County,05000US54049,4.75
2015,Wallace County,05000US20199,4.75
2017,Jackson County,05000US12063,4.75
2015,McDowell County,05000US37111,4.75
2015,Gonzales County,05000US48177,4.75
2016,Martin County,05000US48317,4.749
2015,Hickman County,05000US47081,4.749
2015,Bottineau County,05000US38009,4.748
2017,"San Mateo County, CA",05000US06081,4.748
2016,Bottineau County,05000US38009,4.748
2017,Hutchinson County,05000US48233,4.748
2016,Pierce County,05000US13229,4.748
2016,"Indian River County, FL",05000US12061,4.748
2015,Randolph County,05000US05121,4.747
2017,"King County, WA",05000US53033,4.747
2017,Heard County,05000US13149,4.747
2016,Surry County,05000US37171,4.747
2015,Calhoun County,05000US28013,4.747
2016,Sutter County,05000US06101,4.747
2017,Osage County,05000US40113,4.747
2017,Boyle County,05000US21021,4.747
2016,Hoke County,05000US37093,4.746
2017,Hamilton County,05000US36041,4.746
2016,Lake County,05000US46079,4.746
2015,Ballard County,05000US21007,4.746
2017,"Alamance County, NC",05000US37001,4.746
2017,Grant County,05000US35017,4.746
2016,Wythe County,05000US51197,4.745
2016,McCulloch County,05000US48307,4.745
2017,Appomattox County,05000US51011,4.745
2017,Franklin County,05000US47051,4.745
2016,Marion County,05000US21155,4.745
2016,"Tulare County, CA",05000US06107,4.744
2016,Mecklenburg County,05000US51117,4.744
2016,Rappahannock County,05000US51157,4.744
2015,Wallowa County,05000US41063,4.744
2017,"Whatcom County, WA",05000US53073,4.744
2016,Jefferson County,05000US39081,4.744
2015,Siskiyou County,05000US06093,4.744
2015,Limestone County,05000US01083,4.743
2017,Pike County,05000US39131,4.743
2015,"Pueblo County, CO",05000US08101,4.743
2017,Worth County,05000US13321,4.743
2016,Brown County,05000US31017,4.742
2015,Brunswick County,05000US51025,4.742
2016,Clark County,05000US29045,4.742
2016,"Whatcom County, WA",05000US53073,4.742
2017,"Pueblo County, CO",05000US08101,4.742
2016,Jefferson County,05000US17081,4.742
2017,"Mecklenburg County, NC",05000US37119,4.742
2016,Massac County,05000US17127,4.741
2016,"St. Louis County, MO",05000US29189,4.741
2017,Cleburne County,05000US01029,4.74
2015,Josephine County,05000US41033,4.74
2017,Colorado County,05000US48089,4.74
2016,"Wood County, OH",05000US39173,4.74
2017,San Jacinto County,05000US48407,4.74
2016,Refugio County,05000US48391,4.74
2017,Otero County,05000US35035,4.739
2017,"Lake County, IL",05000US17097,4.739
2015,Grant County,05000US41023,4.738
2016,"Berrien County, MI",05000US26021,4.738
2017,Jessamine County,05000US21113,4.738
2015,"Albemarle County, VA",05000US51003,4.738
2017,Schoolcraft County,05000US26153,4.738
2016,Roane County,05000US47145,4.738
2017,Jeff Davis County,05000US13161,4.738
2017,Taylor County,05000US54091,4.738
2017,"Tulare County, CA",05000US06107,4.737
2017,Laurel County,05000US21125,4.737
2015,Hutchinson County,05000US46067,4.737
2016,"Mecklenburg County, NC",05000US37119,4.737
2016,"Allen County, OH",05000US39003,4.736
2016,LaMoure County,05000US38045,4.736
2017,Valley County,05000US31175,4.735
2015,Freestone County,05000US48161,4.735
2016,Moffat County,05000US08081,4.735
2016,"Orange County, CA",05000US06059,4.735
2016,"Orange County, NY",05000US36071,4.735
2017,"Lackawanna County, PA",05000US42069,4.735
2015,Buffalo County,05000US46017,4.734
2017,Limestone County,05000US48293,4.734
2015,Quay County,05000US35037,4.734
2016,McKenzie County,05000US38053,4.734
2016,Telfair County,05000US13271,4.733
2015,"Montgomery County, OH",05000US39113,4.733
2017,Surry County,05000US37171,4.733
2017,Carter County,05000US30011,4.732
2015,"Stanislaus County, CA",05000US06099,4.732
2016,Marion County,05000US54049,4.732
2015,"Orange County, NY",05000US36071,4.731
2016,St. Francois County,05000US29187,4.731
2016,Lincoln County,05000US54043,4.731
2015,Marshall County,05000US46091,4.731
2016,Cimarron County,05000US40025,4.73
2016,Yell County,05000US05149,4.73
2017,Stephens County,05000US40137,4.73
2016,Union County,05000US41061,4.73
2016,"Bexar County, TX",05000US48029,4.73
2017,"El Paso County, TX",05000US48141,4.729
2017,Lake and Peninsula Borough,05000US02164,4.728
2015,Tippah County,05000US28139,4.728
2016,"Montgomery County, TX",05000US48339,4.728
2017,Indiana County,05000US42063,4.728
2017,Grady County,05000US13131,4.728
2017,"San Bernardino County, CA",05000US06071,4.728
2016,Victoria County,05000US48469,4.728
2016,Okeechobee County,05000US12093,4.727
2015,Lee County,05000US51105,4.727
2015,Wilson County,05000US37195,4.727
2015,Chemung County,05000US36015,4.727
2016,Scott County,05000US47151,4.726
2017,Walla Walla County,05000US53071,4.726
2016,Bollinger County,05000US29017,4.726
2015,Perry County,05000US28111,4.726
2015,Nicholas County,05000US54067,4.726
2015,San Patricio County,05000US48409,4.725
2017,Kent County,05000US24029,4.725
2015,Polk County,05000US47139,4.725
2017,Nome Census Area,05000US02180,4.724
2017,Grundy County,05000US47061,4.724
2015,Scott County,05000US51169,4.724
2017,Thurston County,05000US31173,4.724
2017,"Tulsa County, OK",05000US40143,4.724
2016,McCurtain County,05000US40089,4.724
2016,"Duval County, FL",05000US12031,4.723
2015,Inyo County,05000US06027,4.723
2016,Mineral County,05000US08079,4.723
2015,"Knox County, TN",05000US47093,4.723
2015,Appomattox County,05000US51011,4.723
2017,"Dallas County, TX",05000US48113,4.723
2017,Dent County,05000US29065,4.722
2017,"Douglas County, NE",05000US31055,4.722
2017,Clay County,05000US05021,4.722
2015,"Humboldt County, CA",05000US06023,4.722
2016,Muskogee County,05000US40101,4.722
2016,Anderson County,05000US47001,4.722
2016,Sedgwick County,05000US08115,4.722
2016,Hardin County,05000US48199,4.722
2015,Clarke County,05000US19039,4.722
2017,"Cumberland County, ME",05000US23005,4.721
2015,Falls County,05000US48145,4.72
2017,Medina County,05000US48325,4.72
2015,Goliad County,05000US48175,4.72
2016,Jackson County,05000US54035,4.72
2015,Wilkes County,05000US37193,4.72
2016,Ashley County,05000US05003,4.719
2015,Madison County,05000US37115,4.719
2017,Union County,05000US45087,4.719
2016,Lee County,05000US48287,4.718
2015,Ellis County,05000US20051,4.718
2016,"King County, WA",05000US53033,4.718
2016,Stephens County,05000US40137,4.718
2017,"Shasta County, CA",05000US06089,4.718
2016,"Spartanburg County, SC",05000US45083,4.717
2017,Wapello County,05000US19179,4.717
2015,Franklin County,05000US01059,4.717
2017,Polk County,05000US47139,4.717
2015,Hendry County,05000US12051,4.717
2016,Perry County,05000US17145,4.716
2016,Gallia County,05000US39053,4.716
2017,Southampton County,05000US51175,4.716
2015,Jones County,05000US46075,4.716
2015,"San Joaquin County, CA",05000US06077,4.716
2017,"Duval County, FL",05000US12031,4.716
2017,Chickasaw County,05000US28017,4.715
2017,"Washoe County, NV",05000US32031,4.715
2015,Scott County,05000US29201,4.715
2016,Bledsoe County,05000US47007,4.715
2017,"Harrison County, MS",05000US28047,4.715
2016,Lynn County,05000US48305,4.715
2017,Upson County,05000US13293,4.714
2017,Cape Girardeau County,05000US29031,4.714
2016,Echols County,05000US13101,4.714
2015,Orange County,05000US48361,4.714
2017,Las Animas County,05000US08071,4.714
2017,Union County,05000US41061,4.714
2017,Dewey County,05000US46041,4.714
2015,"Ramsey County, MN",05000US27123,4.714
2015,Mercer County,05000US54055,4.714
2017,Edgar County,05000US17045,4.714
2017,Swisher County,05000US48437,4.713
2017,Piute County,05000US49031,4.713
2015,"Marion County, IN",05000US18097,4.713
2016,"Dallas County, TX",05000US48113,4.713
2015,Palo Alto County,05000US19147,4.713
2017,Monroe County,05000US12087,4.713
