year,geo_name,geo,income_inequality
2017,"Lancaster County, NE",05000US31109,4.49
2017,Bond County,05000US17005,4.49
2016,"Livingston Parish, LA",05000US22063,4.49
2017,Charles City County,05000US51036,4.489
2017,St. Charles Parish,05000US22089,4.489
2015,Hardee County,05000US12049,4.489
2016,Oxford County,05000US23017,4.489
2017,"Jackson County, MI",05000US26075,4.489
2015,Lynn County,05000US48305,4.489
2016,Mellette County,05000US46095,4.489
2016,Essex County,05000US51057,4.489
2015,Jefferson County,05000US53031,4.488
2016,Mayes County,05000US40097,4.488
2017,Clinton County,05000US42035,4.488
2016,"Beaver County, PA",05000US42007,4.488
2016,Chattooga County,05000US13055,4.487
2017,Josephine County,05000US41033,4.487
2017,Henderson County,05000US47077,4.487
2015,Lincoln County,05000US32017,4.487
2015,Lander County,05000US32015,4.487
2017,Allen County,05000US20001,4.486
2017,"Beaver County, PA",05000US42007,4.486
2017,Mason County,05000US53045,4.486
2016,Ross County,05000US39141,4.486
2016,Knox County,05000US18083,4.485
2016,Dickinson County,05000US19059,4.485
2017,Burt County,05000US31021,4.485
2015,Yancey County,05000US37199,4.485
2015,"Chittenden County, VT",05000US50007,4.485
2015,Scott County,05000US05127,4.485
2015,Jackson County,05000US47087,4.485
2015,Tyler County,05000US54095,4.485
2017,Pontotoc County,05000US28115,4.485
2017,"Benton County, WA",05000US53005,4.484
2015,Hancock County,05000US23009,4.484
2017,Williamson County,05000US17199,4.484
2016,"Benton County, WA",05000US53005,4.484
2015,"New Castle County, DE",05000US10003,4.484
2016,Washington County,05000US23029,4.484
2015,Anson County,05000US37007,4.484
2016,Hutchinson County,05000US46067,4.484
2017,"Sedgwick County, KS",05000US20173,4.483
2016,Nowata County,05000US40105,4.483
2016,Benton County,05000US27009,4.483
2017,"Lorain County, OH",05000US39093,4.483
2016,Colorado County,05000US48089,4.483
2016,"Wicomico County, MD",05000US24045,4.483
2017,Gilmer County,05000US13123,4.483
2017,"Chester County, PA",05000US42029,4.483
2015,Waldo County,05000US23027,4.482
2017,Union County,05000US12125,4.482
2016,Alexander County,05000US37003,4.482
2015,Mayes County,05000US40097,4.482
2017,Clearwater County,05000US27029,4.482
2016,Marion County,05000US01093,4.482
2017,"Kanawha County, WV",05000US54039,4.481
2017,Washington County,05000US21229,4.481
2017,Alleghany County,05000US37005,4.481
2017,Blanco County,05000US48031,4.481
2016,DeKalb County,05000US29063,4.481
2016,"Larimer County, CO",05000US08069,4.481
2016,Mississippi County,05000US29133,4.481
2015,"Windham County, CT",05000US09015,4.48
2017,Bath County,05000US51017,4.48
2017,Lee County,05000US37105,4.48
2015,Curry County,05000US41015,4.48
2015,Custer County,05000US08027,4.48
2017,"Wichita County, TX",05000US48485,4.48
2017,Creek County,05000US40037,4.479
2015,"Grayson County, TX",05000US48181,4.479
2015,Daviess County,05000US21059,4.479
2016,Monroe County,05000US47123,4.479
2016,Hardee County,05000US12049,4.479
2017,Grady County,05000US40051,4.478
2017,Marshall County,05000US46091,4.478
2017,"Sonoma County, CA",05000US06097,4.478
2015,"Nevada County, CA",05000US06057,4.478
2017,"Stark County, OH",05000US39151,4.478
2017,Suwannee County,05000US12121,4.478
2015,Chambers County,05000US48071,4.478
2015,"St. Joseph County, IN",05000US18141,4.477
2015,Vermilion County,05000US17183,4.477
2015,Somerset County,05000US23025,4.477
2017,Cape May County,05000US34009,4.477
2017,"Muskegon County, MI",05000US26121,4.477
2016,Seneca County,05000US36099,4.477
2016,"Butler County, OH",05000US39017,4.477
2015,Union County,05000US17181,4.476
2017,Bon Homme County,05000US46009,4.476
2015,"Sonoma County, CA",05000US06097,4.476
2015,"El Dorado County, CA",05000US06017,4.476
2016,Blue Earth County,05000US27013,4.476
2016,Graham County,05000US37075,4.476
2017,Grayson County,05000US21085,4.475
2015,Goodhue County,05000US27049,4.475
2017,"Steuben County, NY",05000US36101,4.475
2015,Madison County,05000US31119,4.475
2015,"Rensselaer County, NY",05000US36083,4.475
2015,Mecosta County,05000US26107,4.475
2017,"Montgomery County, PA",05000US42091,4.475
2017,"Ector County, TX",05000US48135,4.475
2017,"St. Lucie County, FL",05000US12111,4.475
2015,Owen County,05000US21187,4.474
2017,Lyon County,05000US21143,4.474
2016,"Jackson County, OR",05000US41029,4.474
2017,Bethel Census Area,05000US02050,4.474
2015,Franklin County,05000US37069,4.473
2017,"New Castle County, DE",05000US10003,4.473
2016,Pike County,05000US29163,4.472
2017,"Rowan County, NC",05000US37159,4.472
2015,"Sedgwick County, KS",05000US20173,4.472
2015,Otoe County,05000US31131,4.472
2017,Clay County,05000US01027,4.471
2017,Somervell County,05000US48425,4.471
2016,"Brevard County, FL",05000US12009,4.47
2015,Echols County,05000US13101,4.47
2015,Burke County,05000US37023,4.47
2016,Chouteau County,05000US30015,4.469
2015,Brown County,05000US20013,4.469
2016,Weston County,05000US56045,4.469
2017,Sierra County,05000US35051,4.469
2017,Lunenburg County,05000US51111,4.469
2017,"Madera County, CA",05000US06039,4.469
2016,Grady County,05000US40051,4.469
2016,Atoka County,05000US40005,4.469
2016,Somerset County,05000US23025,4.469
2015,Windsor County,05000US50027,4.468
2015,Bee County,05000US48025,4.468
2015,Fayette County,05000US47047,4.468
2017,Keith County,05000US31101,4.467
2017,Coos County,05000US33007,4.467
2016,"Bay County, MI",05000US26017,4.467
2016,Williamsburg city,05000US51830,4.467
2017,Pacific County,05000US53049,4.467
2017,Beltrami County,05000US27007,4.466
2015,Dickey County,05000US38021,4.466
2015,Clare County,05000US26035,4.466
2015,San Augustine County,05000US48405,4.466
2015,"Monterey County, CA",05000US06053,4.466
2015,"Kankakee County, IL",05000US17091,4.466
2015,Garfield County,05000US30033,4.466
2017,Kay County,05000US40071,4.465
2016,Clinton County,05000US39027,4.465
2016,Lavaca County,05000US48285,4.465
2015,Hill County,05000US48217,4.465
2016,Jefferson County,05000US54037,4.465
2017,Fremont County,05000US56013,4.465
2015,Butte County,05000US16023,4.465
2016,"Chittenden County, VT",05000US50007,4.465
2016,Macon County,05000US47111,4.464
2016,Washakie County,05000US56043,4.464
2017,Carteret County,05000US37031,4.464
2017,Pontotoc County,05000US40123,4.464
2016,Lincoln County,05000US35027,4.464
2017,Dade County,05000US29057,4.463
2015,Van Zandt County,05000US48467,4.463
2015,Monroe County,05000US12087,4.463
2017,Hopkins County,05000US48223,4.463
2016,Gasconade County,05000US29073,4.463
2015,Coos County,05000US41011,4.462
2017,"Iredell County, NC",05000US37097,4.462
2016,Franklin County,05000US25011,4.462
2017,Scotland County,05000US29199,4.462
2017,Cleburne County,05000US05023,4.462
2016,Pawnee County,05000US31133,4.462
2016,Tyler County,05000US54095,4.461
2017,Prairie County,05000US05117,4.461
2017,"Washington County, MD",05000US24043,4.461
2015,Guernsey County,05000US39059,4.461
2016,Tyrrell County,05000US37177,4.46
2016,Oconee County,05000US45073,4.46
2016,Rice County,05000US20159,4.459
2015,"Buncombe County, NC",05000US37021,4.458
2015,"Tarrant County, TX",05000US48439,4.458
2015,Camden County,05000US13039,4.458
2017,Campbell County,05000US46021,4.458
2015,Lincoln County,05000US40081,4.458
2015,"Butler County, OH",05000US39017,4.457
2016,Calhoun County,05000US19025,4.457
2017,Benton County,05000US29015,4.457
2016,"St. Lucie County, FL",05000US12111,4.457
2016,Montour County,05000US42093,4.457
2016,Tallahatchie County,05000US28135,4.457
2017,Modoc County,05000US06049,4.457
2015,Monroe County,05000US47123,4.457
2016,Kerr County,05000US48265,4.457
2016,"Sedgwick County, KS",05000US20173,4.456
2016,Pacific County,05000US53049,4.456
2016,Herkimer County,05000US36043,4.456
2016,Northwest Arctic Borough,05000US02188,4.456
2016,Clay County,05000US27027,4.455
2016,"Kennebec County, ME",05000US23011,4.455
2015,Columbia County,05000US41009,4.455
2016,"Putnam County, NY",05000US36079,4.455
2015,Loudon County,05000US47105,4.455
2016,Rutherford County,05000US37161,4.454
2016,Hancock County,05000US54029,4.454
2017,Beckham County,05000US40009,4.454
2015,Lewis County,05000US47101,4.454
2016,Kenai Peninsula Borough,05000US02122,4.454
2016,Somervell County,05000US48425,4.454
2015,Brown County,05000US48049,4.454
2015,Bedford County,05000US47003,4.454
2017,Livingston County,05000US36051,4.453
2016,Washington County,05000US21229,4.453
2016,Deaf Smith County,05000US48117,4.453
2016,"Lancaster County, NE",05000US31109,4.453
2016,Orleans County,05000US50019,4.453
2017,Brown County,05000US48049,4.452
2016,Calhoun County,05000US48057,4.452
2016,Baker County,05000US12003,4.452
2017,Stanly County,05000US37167,4.452
2016,"Windham County, CT",05000US09015,4.451
2016,Southeast Fairbanks Census Area,05000US02240,4.451
2017,Franklin County,05000US17055,4.451
2017,Ellis County,05000US20051,4.451
2017,Avery County,05000US37011,4.451
2017,Grant County,05000US21081,4.451
2016,Fremont County,05000US56013,4.45
2017,"Kennebec County, ME",05000US23011,4.45
2017,Custer County,05000US08027,4.45
2016,"Napa County, CA",05000US06055,4.45
2016,"Vanderburgh County, IN",05000US18163,4.45
2016,Richland County,05000US30083,4.449
2015,Greene County,05000US28041,4.449
2017,Chilton County,05000US01021,4.449
2017,Franklin County,05000US37069,4.449
2017,"Hocking County, OH",05000US39073,4.449
2017,"Vanderburgh County, IN",05000US18163,4.449
2015,Arthur County,05000US31005,4.449
2016,Levy County,05000US12075,4.448
2017,"Nassau County, NY",05000US36059,4.448
2017,Calhoun County,05000US12013,4.448
2017,Vinton County,05000US39163,4.448
2017,Pickens County,05000US13227,4.448
2015,Walton County,05000US13297,4.448
2017,Livingston County,05000US21139,4.448
2016,Gibson County,05000US47053,4.448
2017,Madison County,05000US51113,4.448
2015,Page County,05000US19145,4.447
2015,Prairie County,05000US05117,4.447
2017,Macon County,05000US37113,4.447
2015,"Lancaster County, NE",05000US31109,4.447
2016,"Chester County, PA",05000US42029,4.447
2015,Wilbarger County,05000US48487,4.446
2015,Cerro Gordo County,05000US19033,4.446
2016,Isle of Wight County,05000US51093,4.446
2015,Sierra County,05000US35051,4.446
2015,Westmoreland County,05000US51193,4.446
2015,Franklin County,05000US17055,4.446
2016,Adams County,05000US16003,4.446
2017,Sutton County,05000US48435,4.446
2017,Graham County,05000US37075,4.446
2015,Ritchie County,05000US54085,4.446
2016,Monroe County,05000US13207,4.445
2016,"Comanche County, OK",05000US40031,4.445
2017,"Lehigh County, PA",05000US42077,4.445
2016,Lincoln County,05000US40081,4.445
2015,Floyd County,05000US19067,4.445
2016,Pike County,05000US05109,4.445
2015,Iron County,05000US29093,4.444
2017,Wilkin County,05000US27167,4.444
2016,"Portage County, OH",05000US39133,4.444
2017,Mason County,05000US17125,4.443
2017,Massac County,05000US17127,4.443
2017,Lamoille County,05000US50015,4.443
2016,Henry County,05000US47079,4.443
2015,Marshall County,05000US40095,4.443
2016,Brown County,05000US48049,4.443
2015,Rhea County,05000US47143,4.443
2017,"Middlesex County, NJ",05000US34023,4.442
2015,Knox County,05000US18083,4.442
2017,Pleasants County,05000US54073,4.442
2015,Pratt County,05000US20151,4.442
2016,Gray County,05000US48179,4.441
2016,"Wichita County, TX",05000US48485,4.441
2015,Lincoln County,05000US30053,4.441
2015,Oliver County,05000US38065,4.441
2016,Upson County,05000US13293,4.441
2016,"Nassau County, NY",05000US36059,4.44
2017,Van Buren County,05000US26159,4.44
2016,Blaine County,05000US30005,4.44
2016,"Collier County, FL",05000US12021,4.44
2015,McMinn County,05000US47107,4.44
2017,Gratiot County,05000US26057,4.439
2015,Oregon County,05000US29149,4.439
2016,Rio Grande County,05000US08105,4.439
2017,Charlotte County,05000US51037,4.439
2017,Asotin County,05000US53003,4.439
2017,Keweenaw County,05000US26083,4.439
2016,Neosho County,05000US20133,4.438
2015,Issaquena County,05000US28055,4.438
2015,Atoka County,05000US40005,4.438
2017,Hawkins County,05000US47073,4.438
2017,"Yellowstone County, MT",05000US30111,4.438
2017,Iron County,05000US49021,4.438
2016,Prairie County,05000US30079,4.438
2017,Dickinson County,05000US26043,4.437
2016,Upshur County,05000US48459,4.436
2016,Sioux County,05000US31165,4.436
2015,Calaveras County,05000US06009,4.435
2015,Benton County,05000US27009,4.435
2015,"Androscoggin County, ME",05000US23001,4.435
2017,Fayette County,05000US18041,4.435
2016,Lassen County,05000US06035,4.434
2015,Clear Creek County,05000US08019,4.434
2017,"Berks County, PA",05000US42011,4.434
2017,Buffalo County,05000US55011,4.434
2016,"Parker County, TX",05000US48367,4.434
2017,"Ascension Parish, LA",05000US22005,4.434
2016,"Lorain County, OH",05000US39093,4.434
2016,Lane County,05000US20101,4.433
2016,"Ascension Parish, LA",05000US22005,4.433
2017,Lemhi County,05000US16059,4.433
2017,"Butler County, PA",05000US42019,4.433
2016,San Juan County,05000US53055,4.433
2015,Marion County,05000US01093,4.433
2016,Todd County,05000US21219,4.432
2015,"Washington County, MD",05000US24043,4.432
2017,Jefferson County,05000US53031,4.432
2017,Clark County,05000US21049,4.432
2017,"Newton County, GA",05000US13217,4.432
2017,"Kankakee County, IL",05000US17091,4.432
2017,"Tom Green County, TX",05000US48451,4.432
2016,McDowell County,05000US37111,4.432
2017,"Houston County, GA",05000US13153,4.431
2015,Bowman County,05000US38011,4.431
2015,"Lorain County, OH",05000US39093,4.431
2017,Morgan County,05000US54065,4.431
2017,Franklin County,05000US25011,4.431
2015,Appanoose County,05000US19007,4.431
2015,Houston County,05000US47083,4.431
2017,Robertson County,05000US21201,4.43
2015,Grainger County,05000US47057,4.43
2017,Pulaski County,05000US51155,4.43
2016,Prentiss County,05000US28117,4.43
2016,Graham County,05000US20065,4.43
2016,"Rensselaer County, NY",05000US36083,4.43
2017,San Juan County,05000US53055,4.43
2015,Banks County,05000US13011,4.43
2016,Cottle County,05000US48101,4.429
2015,Randolph County,05000US54083,4.429
2016,"Placer County, CA",05000US06061,4.429
2016,"Madera County, CA",05000US06039,4.429
2016,"Greene County, MO",05000US29077,4.429
2016,Jackson County,05000US08057,4.429
2016,"Faulkner County, AR",05000US05045,4.428
2015,Greene County,05000US18055,4.428
2017,Eddy County,05000US35015,4.428
2017,"Portage County, OH",05000US39133,4.428
2016,Franklin County,05000US37069,4.428
2016,"Ventura County, CA",05000US06111,4.427
2017,Franklin County,05000US01059,4.427
2017,Lyon County,05000US20111,4.426
2016,Clay County,05000US19041,4.426
2015,Schoharie County,05000US36095,4.426
2016,"Kenton County, KY",05000US21117,4.426
2015,Iron County,05000US55051,4.426
2017,Ross County,05000US39141,4.425
2016,Decatur County,05000US20039,4.425
2017,"New London County, CT",05000US09011,4.425
2015,"Collier County, FL",05000US12021,4.425
2016,Logan County,05000US40083,4.425
2015,Habersham County,05000US13137,4.425
2016,"Newton County, GA",05000US13217,4.424
2016,Covington city,05000US51580,4.424
2016,Hill County,05000US48217,4.424
2017,"Jackson County, MS",05000US28059,4.424
2015,Hopewell city,05000US51670,4.423
2017,Morgan County,05000US17137,4.423
2015,Nolan County,05000US48353,4.423
2017,Newton County,05000US28101,4.423
2015,Clinton County,05000US19045,4.423
2016,Sabine County,05000US48403,4.423
2015,"Chester County, PA",05000US42029,4.423
2016,"Comal County, TX",05000US48091,4.422
2015,Wabash County,05000US17185,4.422
2017,Coos County,05000US41011,4.421
2017,Cortland County,05000US36023,4.421
2015,Pierce County,05000US13229,4.421
2017,McHenry County,05000US38049,4.421
2015,Morgan County,05000US13211,4.421
2015,Osborne County,05000US20141,4.421
2015,Little River County,05000US05081,4.421
2016,Asotin County,05000US53003,4.421
2015,Crockett County,05000US48105,4.421
2015,Monroe County,05000US19135,4.42
2017,Mayes County,05000US40097,4.42
2015,Lamb County,05000US48279,4.419
2016,Navarro County,05000US48349,4.419
2017,"Sumter County, SC",05000US45085,4.419
2015,Hockley County,05000US48219,4.419
2015,Custer County,05000US30017,4.419
2015,Harrison County,05000US29081,4.419
2016,Elbert County,05000US13105,4.419
2015,St. Bernard Parish,05000US22087,4.419
2015,Tuolumne County,05000US06109,4.419
2015,Cortland County,05000US36023,4.418
2017,Washington County,05000US23029,4.418
2016,Ochiltree County,05000US48357,4.418
2015,"Kennebec County, ME",05000US23011,4.418
2016,Coos County,05000US41011,4.418
2016,Westmoreland County,05000US51193,4.418
2016,"Madison County, IN",05000US18095,4.418
2017,Thayer County,05000US31169,4.418
2016,"Deschutes County, OR",05000US41017,4.418
2015,Huerfano County,05000US08055,4.418
2016,Larue County,05000US21123,4.417
2015,"Baldwin County, AL",05000US01003,4.417
2016,Union County,05000US13291,4.416
2015,"Kings County, CA",05000US06031,4.416
2016,Pendleton County,05000US21191,4.416
2015,Elbert County,05000US13105,4.416
2015,Jackson County,05000US13157,4.416
2015,Neosho County,05000US20133,4.416
2017,Tehama County,05000US06103,4.416
2015,St. John the Baptist Parish,05000US22095,4.416
2015,"Wicomico County, MD",05000US24045,4.416
2017,"Kings County, CA",05000US06031,4.415
2015,"Jackson County, MI",05000US26075,4.415
2016,Yankton County,05000US46135,4.415
2016,Wilkinson County,05000US13319,4.415
2017,San Patricio County,05000US48409,4.415
2017,Ritchie County,05000US54085,4.415
2017,Grafton County,05000US33009,4.415
2015,Gates County,05000US37073,4.415
2016,Custer County,05000US08027,4.414
2017,Crawford County,05000US29055,4.414
2017,"Blair County, PA",05000US42013,4.414
2015,"Jackson County, OR",05000US41029,4.414
2015,Perry County,05000US05105,4.414
2017,Wilson County,05000US48493,4.414
2016,"Montgomery County, PA",05000US42091,4.414
2017,Menard County,05000US17129,4.413
2015,Washington County,05000US23029,4.413
2015,DeKalb County,05000US29063,4.413
2017,Goochland County,05000US51075,4.413
2015,Randolph County,05000US13243,4.412
2017,McDowell County,05000US37111,4.412
2015,"Dutchess County, NY",05000US36027,4.412
2015,Hughes County,05000US46065,4.412
2017,Humphreys County,05000US47085,4.412
2016,Appanoose County,05000US19007,4.411
2015,"Oswego County, NY",05000US36075,4.411
2017,"Fairfield County, OH",05000US39045,4.411
2017,Rutherford County,05000US37161,4.411
2016,"Berks County, PA",05000US42011,4.411
2017,Jones County,05000US13169,4.41
2017,Cherokee County,05000US37039,4.41
2016,Brookings County,05000US46011,4.41
2015,Oxford County,05000US23017,4.41
2016,Eddy County,05000US38027,4.41
2015,Crowley County,05000US08025,4.409
2016,Perry County,05000US47135,4.409
2015,Tipton County,05000US47167,4.409
2015,Cotton County,05000US40033,4.409
2015,"Ventura County, CA",05000US06111,4.408
2016,Lamb County,05000US48279,4.408
2016,Buffalo County,05000US55011,4.408
2015,"Montgomery County, PA",05000US42091,4.408
2016,"Midland County, TX",05000US48329,4.408
2017,Nance County,05000US31125,4.408
2017,Atchison County,05000US20005,4.408
2016,"Kent County, RI",05000US44003,4.407
2015,Lake County,05000US26085,4.407
2017,Gila County,05000US04007,4.407
2016,Washington County,05000US16087,4.407
2016,Burt County,05000US31021,4.406
2015,Putnam County,05000US13237,4.406
2016,Miller County,05000US29131,4.406
2017,Waldo County,05000US23027,4.406
2017,Brookings County,05000US46011,4.406
2015,Umatilla County,05000US41059,4.406
2017,Archuleta County,05000US08007,4.406
2016,St. Bernard Parish,05000US22087,4.406
2015,Polk County,05000US13233,4.405
2017,Monona County,05000US19133,4.405
2016,Carson City County,05000US32510,4.405
2015,Suwannee County,05000US12121,4.405
2015,Sweet Grass County,05000US30097,4.405
2015,Newport County,05000US44005,4.404
2017,Macon County,05000US47111,4.404
2017,"Kent County, RI",05000US44003,4.404
2015,"Johnston County, NC",05000US37101,4.404
2017,Lassen County,05000US06035,4.404
2017,Pitkin County,05000US08097,4.404
2017,Beadle County,05000US46005,4.403
2016,Bandera County,05000US48019,4.403
2016,"Plymouth County, MA",05000US25023,4.403
2017,Iron County,05000US29093,4.403
2017,Pipestone County,05000US27117,4.403
2017,Curry County,05000US41015,4.402
2016,DeKalb County,05000US01049,4.402
2016,Franklin County,05000US47051,4.402
2015,Hardin County,05000US39065,4.402
2017,Haskell County,05000US48207,4.401
2016,"Steuben County, NY",05000US36101,4.401
2016,"Washington County, MD",05000US24043,4.401
2015,Upshur County,05000US54097,4.401
2017,Perry County,05000US39127,4.401
2016,Pipestone County,05000US27117,4.401
2016,Madison County,05000US31119,4.401
2017,Portsmouth city,05000US51740,4.401
2015,"Brevard County, FL",05000US12009,4.401
2015,Rich County,05000US49033,4.4
2015,Lawrence County,05000US18093,4.4
2016,"Iredell County, NC",05000US37097,4.4
2015,Bannock County,05000US16005,4.4
2016,Page County,05000US51139,4.4
2017,Tate County,05000US28137,4.4
2015,Carroll County,05000US19027,4.4
2017,Rutland County,05000US50021,4.4
2015,"Kenton County, KY",05000US21117,4.4
2016,Vernon County,05000US29217,4.399
2016,Loudon County,05000US47105,4.399
2016,Campbell County,05000US51031,4.399
2016,"Houston County, GA",05000US13153,4.399
2016,Montgomery County,05000US17135,4.399
2016,Grays Harbor County,05000US53027,4.399
2016,"Shawnee County, KS",05000US20177,4.398
2017,Alpena County,05000US26007,4.398
2016,Johnson County,05000US31097,4.398
2015,"Faulkner County, AR",05000US05045,4.398
2015,Campbell County,05000US51031,4.398
2016,Meade County,05000US21163,4.398
2015,Wayne County,05000US49055,4.397
2017,Logan County,05000US05083,4.397
2015,Kenai Peninsula Borough,05000US02122,4.397
2017,Lawrence County,05000US46081,4.396
2016,Montezuma County,05000US08083,4.396
2015,Smyth County,05000US51173,4.396
2015,Camp County,05000US48063,4.396
2017,Mason County,05000US54053,4.396
2017,Clay County,05000US27027,4.395
2016,Orleans County,05000US36073,4.395
2015,Gibson County,05000US47053,4.394
2016,Stark County,05000US38089,4.394
2017,San Juan County,05000US08111,4.394
2016,"Scott County, IA",05000US19163,4.394
2017,Grayson County,05000US51077,4.393
2015,Lampasas County,05000US48281,4.393
2016,Schoharie County,05000US36095,4.393
2017,"Rensselaer County, NY",05000US36083,4.393
2016,Callaway County,05000US29027,4.393
2017,Breckinridge County,05000US21027,4.393
2015,"Shawnee County, KS",05000US20177,4.392
2015,Crane County,05000US48103,4.392
2015,"Beaver County, PA",05000US42007,4.392
2015,Angelina County,05000US48005,4.392
2015,Orleans County,05000US50019,4.392
2017,"Calhoun County, MI",05000US26025,4.392
2016,"Strafford County, NH",05000US33017,4.391
2016,Otsego County,05000US36077,4.39
2015,Amador County,05000US06005,4.39
2017,Westmoreland County,05000US51193,4.39
2015,Greene County,05000US19073,4.389
2015,"Trumbull County, OH",05000US39155,4.389
2016,Crawford County,05000US17033,4.389
2015,"Deschutes County, OR",05000US41017,4.389
2016,Greene County,05000US36039,4.389
2017,Unicoi County,05000US47171,4.389
2017,Hockley County,05000US48219,4.389
2015,Polk County,05000US05113,4.389
2015,Muhlenberg County,05000US21177,4.388
2016,"Hampton city, VA",05000US51650,4.388
2017,Tipton County,05000US47167,4.388
2016,Gem County,05000US16045,4.388
2015,Clinton County,05000US39027,4.388
2017,"Kenton County, KY",05000US21117,4.388
2015,Ottawa County,05000US40115,4.388
2017,Northwest Arctic Borough,05000US02188,4.388
2016,Emmet County,05000US19063,4.388
2017,"Solano County, CA",05000US06095,4.388
2016,"El Paso County, CO",05000US08041,4.387
2016,Walton County,05000US13297,4.387
2016,"Stark County, OH",05000US39151,4.387
2015,"Butler County, PA",05000US42019,4.387
2016,Monroe County,05000US19135,4.387
2015,Cooper County,05000US29053,4.386
2016,Greene County,05000US42059,4.386
2016,Rutland County,05000US50021,4.386
2017,Banner County,05000US31007,4.386
2017,Mahaska County,05000US19123,4.386
2017,Crowley County,05000US08025,4.386
2015,Henderson County,05000US48213,4.386
2017,Montour County,05000US42093,4.386
2017,Buchanan County,05000US29021,4.385
2015,DeKalb County,05000US01049,4.385
2015,Becker County,05000US27005,4.385
2016,"Kankakee County, IL",05000US17091,4.385
2017,Chase County,05000US20017,4.385
2015,Lincoln County,05000US53043,4.385
2016,Fulton County,05000US36035,4.384
2016,"Johnston County, NC",05000US37101,4.384
2015,"Weld County, CO",05000US08123,4.384
2017,"Hampton city, VA",05000US51650,4.383
2016,Banner County,05000US31007,4.383
2016,Frio County,05000US48163,4.383
2016,Chelan County,05000US53007,4.383
2016,Marshall County,05000US20117,4.383
2017,Herkimer County,05000US36043,4.382
2015,"Mesa County, CO",05000US08077,4.382
2017,"Skagit County, WA",05000US53057,4.382
2015,"Arapahoe County, CO",05000US08005,4.382
2015,"Comal County, TX",05000US48091,4.382
2017,Montrose County,05000US08085,4.382
2015,Oconee County,05000US13219,4.382
2017,Quitman County,05000US13239,4.382
2016,"Yellowstone County, MT",05000US30111,4.382
2015,Tripp County,05000US46123,4.382
2015,Cross County,05000US05037,4.381
2016,Livingston County,05000US36051,4.381
2017,Ogle County,05000US17141,4.381
2015,Montgomery County,05000US29139,4.381
2016,Cowley County,05000US20035,4.381
2017,Rains County,05000US48379,4.381
2015,Jefferson County,05000US47089,4.381
2017,"Brazoria County, TX",05000US48039,4.38
2017,Scott County,05000US28123,4.38
2016,Page County,05000US19145,4.38
2015,Dickinson County,05000US26043,4.38
2016,Dade County,05000US13083,4.38
2015,Levy County,05000US12075,4.38
2017,Brantley County,05000US13025,4.379
2017,Gibson County,05000US47053,4.379
2015,Craig County,05000US40035,4.379
2016,Cortland County,05000US36023,4.379
2017,Telfair County,05000US13271,4.378
2016,Traill County,05000US38097,4.378
2015,Page County,05000US51139,4.378
2016,Morris County,05000US48343,4.378
2017,Seneca County,05000US36099,4.378
2017,Sevier County,05000US49041,4.378
2015,Meriwether County,05000US13199,4.378
2016,Limestone County,05000US48293,4.378
2016,"Butler County, PA",05000US42019,4.377
2017,Clinton County,05000US21053,4.377
2015,"Stark County, OH",05000US39151,4.377
2017,Pepin County,05000US55091,4.377
2015,Ogemaw County,05000US26129,4.377
2015,"Nassau County, NY",05000US36059,4.376
2016,Highland County,05000US39071,4.376
2015,Cape May County,05000US34009,4.376
2017,"LaPorte County, IN",05000US18091,4.376
2015,"Columbiana County, OH",05000US39029,4.376
2017,Burnett County,05000US55013,4.376
2015,Leavenworth County,05000US20103,4.376
2015,Sheridan County,05000US30091,4.376
2015,Humphreys County,05000US47085,4.376
2016,Kay County,05000US40071,4.375
2016,"Trumbull County, OH",05000US39155,4.375
2016,Benton County,05000US29015,4.374
2015,Cook County,05000US27031,4.374
2015,"Volusia County, FL",05000US12127,4.374
2017,Brown County,05000US18013,4.374
2017,Angelina County,05000US48005,4.373
2017,Chelan County,05000US53007,4.373
2017,"Ventura County, CA",05000US06111,4.373
2015,"Jackson County, MS",05000US28059,4.372
2015,Calhoun County,05000US48057,4.372
2015,Erie County,05000US39043,4.372
2017,Warren County,05000US36113,4.372
2015,Deaf Smith County,05000US48117,4.372
2017,Eastland County,05000US48133,4.372
2016,Vermilion County,05000US17183,4.372
2016,Marinette County,05000US55075,4.372
2015,Henry County,05000US19087,4.372
2016,Hot Spring County,05000US05059,4.372
2015,Pamlico County,05000US37137,4.372
2017,Nemaha County,05000US31127,4.372
2017,Fayette County,05000US54019,4.371
2015,Fulton County,05000US36035,4.371
2015,Belmont County,05000US39013,4.371
2015,Piute County,05000US49031,4.371
2015,"Barnstable County, MA",05000US25001,4.371
2017,Henderson County,05000US48213,4.371
2017,Kittson County,05000US27069,4.371
2015,Washington County,05000US40147,4.371
2017,Labette County,05000US20099,4.37
2017,"Shawnee County, KS",05000US20177,4.37
2017,"Greene County, MO",05000US29077,4.37
2016,Rock County,05000US27133,4.37
2017,Garfield County,05000US49017,4.37
2015,Massac County,05000US17127,4.37
2016,Sweet Grass County,05000US30097,4.37
2015,Trigg County,05000US21221,4.37
2015,Bosque County,05000US48035,4.37
2017,Delta County,05000US48119,4.369
2015,Millard County,05000US49027,4.369
2016,Lawrence County,05000US47099,4.369
2015,Buchanan County,05000US29021,4.369
2015,Lamoille County,05000US50015,4.369
2017,Owen County,05000US21187,4.369
2015,Prentiss County,05000US28117,4.369
2015,Williamson County,05000US17199,4.367
2017,Edwards County,05000US17047,4.367
2017,Henry County,05000US18065,4.367
